code,code_digits,slug,name_fr,name_ar,type,region_code,province_code,cercle_code,population_2024,households_2024,population_2014,change_pct,area_km2,density_2024
08.201.03.03,082010303,aarab-sebbah-ziz,Aarab Sebbah Ziz,عرب صباح زيز,rural,08,08.201,08.201.03,20538,3771,19192,7.01,1092.78,18.79
08.201.03.01,082010301,aarab-sebbah-gheris,Aarab Sebbah Gheris,اعرب صباح اغريس,rural,08,08.201,08.201.03,4758,911,4397,8.21,270.19,17.61
08.201.03.09,082010309,fezna,Fezna,فزنا,rural,08,08.201,08.201.03,4400,846,4477,-1.72,742.75,5.92
08.201.11.01,082011101,bni-m-hamed-sijelmassa,Bni M'hamed-Sijelmassa,بني امحمد سجلماسة,rural,08,08.201,08.201.11,11925,2361,14433,-17.38,143.78,82.94
08.201.11.03,082011103,er-rissani,Er-Rissani,الريصاني,rural,08,08.201,08.201.11,4353,701,5010,-13.11,1959.35,2.22
08.201.11.05,082011105,es-sfalat,Es-Sfalat,السفلات,rural,08,08.201,08.201.11,8586,1732,11483,-25.23,218.64,39.27
08.201.11.07,082011107,et-taous,Et-Taous,الطاوس,rural,08,08.201,08.201.11,9360,1897,6792,37.81,4652.29,2.01
08.201.11.09,082011109,sidi-ali,Sidi Ali,سيدي علي,rural,08,08.201,08.201.11,1973,336,2162,-8.74,4714.42,0.42
08.201.07.01,082010701,aoufous,Aoufous,أوفوس,rural,08,08.201,08.201.07,8888,1938,10424,-14.74,1016.65,8.74
08.201.07.05,082010705,er-rteb,Er-Rteb,الرتب,rural,08,08.201,08.201.07,12852,2544,13461,-4.52,270.27,47.55
08.201.07.09,082010709,oued-naam,Oued Naam,وادي النعام,rural,08,08.201,08.201.07,5708,1198,5340,6.89,4115.82,1.39
08.201.07.03,082010703,chorfa-m-daghra,Chorfa M'daghra,شرفاء مدغرة,rural,08,08.201,08.201.07,18171,3641,14312,26.96,690.46,26.32
08.201.07.07,082010707,lkheng,Lkheng,الخنك,rural,08,08.201,08.201.07,18381,4011,14177,29.65,1700.92,10.81
08.201.13.09,082011309,gheris-es-soufli,Gheris Es-Soufli,اغريس السفلي,rural,08,08.201,08.201.13,6877,1386,6867,0.15,338.87,20.29
08.201.13.07,082011307,gheris-el-ouloui,Gheris El Ouloui,اغريس العلوي,rural,08,08.201,08.201.13,12193,2450,12043,1.25,240.55,50.69
08.201.13.13,082011313,tadighoust,Tadighoust,تاديغوست,rural,08,08.201,08.201.13,6018,1453,6243,-3.6,1016.55,5.92
08.201.13.02,082011302,amellagou,Amellagou,املاكو,rural,08,08.201,08.201.13,4711,1060,4975,-5.31,596.33,7.9
08.201.15.01,082011501,aghbalou-n-kerdous,Aghbalou-N'kerdous,اغبالو انكردوس,rural,08,08.201,08.201.15,10675,1943,10313,3.51,850,12.56
08.201.15.11,082011511,melaab,Melaab,ملعب,rural,08,08.201,08.201.15,17230,3378,17360,-0.75,1177.04,14.64
08.201.15.05,082011505,ferkla-es-soufla,Ferkla Es-Soufla,فركلة السفلى,rural,08,08.201,08.201.15,11886,2272,12335,-3.64,242.69,48.98
08.201.15.03,082011503,ferkla-el-oulia,Ferkla El Oulia,فركلة العليا,rural,08,08.201,08.201.15,23449,4404,22722,3.2,766.3,30.6
08.401.01.07,084010107,ouarzazate,Ouarzazate,ورزازات,urban,08,08.401,,79218,18297,71067,11.47,30.3,2614.6
08.401.01.09,084010109,taznakht,Taznakht,تازناخت,urban,08,08.401,,8268,2010,7281,13.56,23.37,353.73
08.401.03.03,084010303,amerzgane,Amerzgane,امرزكان,rural,08,08.401,08.401.03,8765,1985,8820,-0.62,569.28,15.4
08.401.03.01,084010301,ait-zineb,Ait Zineb,آيت زينب,rural,08,08.401,08.401.03,10530,2334,10078,4.49,531.65,19.81
08.401.03.15,084010315,telouet,Telouet,تلوات,rural,08,08.401,08.401.03,12396,2655,14060,-11.83,755.98,16.4
08.401.03.07,084010307,ighrem-n-ougdal,Ighrem N'ougdal,اغرم نوكدال,rural,08,08.401,08.401.03,13727,3026,14804,-7.28,469.61,29.23
08.401.03.17,084010317,tidili,Tidili,تيدلي,rural,08,08.401,08.401.03,14841,3089,15285,-2.9,507.14,29.26
08.401.03.05,084010305,iznaguen,Iznaguen,ازناكن,rural,08,08.401,08.401.03,11953,2666,12017,-0.53,1157.86,10.32
08.401.03.11,084010311,ouisselsate,Ouisselsate,وسلسات,rural,08,08.401,08.401.03,12471,2884,14196,-12.15,1562.75,7.98
08.401.03.09,084010309,khouzama,Khouzama,خزامة,rural,08,08.401,08.401.03,7401,1672,7488,-1.16,804.96,9.19
08.401.03.13,084010313,siroua,Siroua,سروا,rural,08,08.401,08.401.03,8586,2030,9678,-11.28,990.35,8.67
08.401.07.09,084010709,tarmigt,Tarmigt,ترميكت,rural,08,08.401,08.401.07,46963,10058,40184,16.87,968.12,48.51
08.401.07.03,084010703,idelsane,Idelsane,ادلسان,rural,08,08.401,08.401.07,8680,1840,8374,3.65,369.6,23.48
08.401.07.07,084010707,skoura-ahl-el-oust,Skoura Ahl El Oust,سكورة اهل الوسط,rural,08,08.401,08.401.07,24053,4879,24055,-0.01,1042.7,23.07
08.401.07.11,084010711,toundoute,Toundoute,توندوت,rural,08,08.401,08.401.07,10177,2028,10606,-4.04,656.67,15.5
08.401.07.05,084010705,imi-n-oulaoune,Imi-N'oulaoune,إمي نولاون,rural,08,08.401,08.401.07,19734,3536,21061,-6.3,600.23,32.88
08.401.07.01,084010701,ghassate,Ghassate,غسات,rural,08,08.401,08.401.07,7169,1431,8448,-15.14,1002.51,7.15
08.363.01.03,083630103,midelt,Midelt,ميدلت,urban,08,08.363,,62648,16225,55304,13.28,10.08,6213.13
08.363.01.07,083630107,er-rich,Er-Rich,الريش,urban,08,08.363,,28462,6894,25992,9.5,7.86,3619
08.363.01.15,083630115,boumia,Boumia,بومية,urban,08,08.363,,21713,5879,18212,19.22,284.68,76.27
08.363.09.05,083630905,guers-tiaallaline,Guers Tiaallaline,كرس تعلالين,rural,08,08.363,08.363.09,15019,3106,12927,16.18,746.35,20.12
08.363.09.09,083630909,m-zizel,M'zizel,امزيزل,rural,08,08.363,08.363.09,7502,1561,7388,1.54,473.2,15.85
08.363.09.11,083630911,sidi-aayad,Sidi Aayad,سيدي عياد,rural,08,08.363,08.363.09,11562,2440,8629,33.99,402.35,28.74
08.363.09.01,083630901,en-nzala,En-Nzala,النزالة,rural,08,08.363,08.363.09,4873,1012,4390,11,943.57,5.16
08.363.09.13,083630913,zaouiat-sidi-hamza,Zaouiat Sidi Hamza,زاوية سيدي حمزة,rural,08,08.363,08.363.09,5248,934,5454,-3.78,369.9,14.19
08.363.09.07,083630907,guir,Guir,كير,rural,08,08.363,08.363.09,4363,929,4022,8.48,848.72,5.14
08.363.09.03,083630903,gourrama,Gourrama,كرامة,rural,08,08.363,08.363.09,15952,3379,14927,6.87,800.49,19.93
08.363.15.01,083631501,ait-yahya,Ait Yahya,آيت يحيى,rural,08,08.363,08.363.15,4293,763,4560,-5.86,252.22,17.02
08.363.15.03,083631503,amouguer,Amouguer,أموكر,rural,08,08.363,08.363.15,4363,888,4840,-9.86,442.15,9.87
08.363.15.07,083631507,imilchil,Imilchil,إملشيل,rural,08,08.363,08.363.15,9164,2056,8870,3.31,725.66,12.63
08.363.15.05,083631505,bou-azmou,Bou-Azmou,بوازمو,rural,08,08.363,08.363.15,10100,2026,9583,5.39,669.61,15.08
08.363.15.09,083631509,outerbat,Outerbat,اوتربات,rural,08,08.363,08.363.15,6763,1372,6819,-0.82,402.39,16.81
08.363.07.19,083630719,mibladen,Mibladen,ميبلادن,rural,08,08.363,08.363.07,3052,739,3084,-1.04,370.05,8.25
08.363.07.11,083630711,amersid,Amersid,أمرصيد,rural,08,08.363,08.363.07,6023,1356,5857,2.83,821.56,7.33
08.363.07.09,083630709,ait-izdeg,Ait Izdeg,آيت ازدك,rural,08,08.363,08.363.07,7794,1642,6819,14.3,357.13,21.82
08.363.07.05,083630705,ait-ayach,Ait Ayach,آيت عياش,rural,08,08.363,08.363.07,12932,2773,11946,8.25,514.95,25.11
08.363.07.07,083630707,ait-ben-yacoub,Ait Ben Yacoub,آيت بن يعقوب,rural,08,08.363,08.363.07,3743,1044,4012,-6.7,311.8,12
08.363.07.17,083630717,itzer,Itzer,إيتزر,rural,08,08.363,08.363.07,10513,2946,10613,-0.94,265.29,39.63
08.363.07.29,083630729,zaida,Zaida,زايدة,rural,08,08.363,08.363.07,14454,3696,13181,9.66,500.04,28.91
08.363.05.23,083630523,tanourdi,Tanourdi,تنوردي,rural,08,08.363,08.363.05,2834,621,2872,-1.32,208.73,13.58
08.363.05.25,083630525,tizi-n-ghachou,Tizi N'ghachou,تيزي نغشو,rural,08,08.363,08.363.05,2836,627,2557,10.91,81.68,34.72
08.363.05.01,083630501,aghbalou,Aghbalou,أغبالو,rural,08,08.363,08.363.05,10296,2606,9547,7.85,305.27,33.73
08.363.05.21,083630521,sidi-yahia-ou-youssef,Sidi Yahia Ou Youssef,سيدي يحيى أيوسف,rural,08,08.363,08.363.05,4877,1109,4637,5.18,338.68,14.4
08.363.17.27,083631727,tounfite,Tounfite,تونفيت,rural,08,08.363,08.363.17,13424,3301,13297,0.96,556.08,24.14
08.363.17.03,083631703,agoudim,Agoudim,أكديم,rural,08,08.363,08.363.17,3826,762,4113,-6.98,577.95,6.62
08.363.17.13,083631713,anemzi,Anemzi,أنمزي,rural,08,08.363,08.363.17,5140,1022,4885,5.22,415.01,12.39
08.577.01.11,085770111,tinghir,Tinghir,تنغير,urban,08,08.577,,44239,9840,42044,5.22,96.94,456.36
08.577.01.03,085770103,boumalne-dades,Boumalne-Dades,بومالن دادس,urban,08,08.577,,12391,2769,12328,0.51,72.26,171.47
08.577.01.05,085770105,kalaat-m-gouna,Kalâat M'gouna,قلعة مكونة,urban,08,08.577,,17737,3900,16956,4.61,12.97,1367.91
08.577.05.07,085770507,ait-sedrate-jebel-soufla,Ait Sedrate Jebel Soufla,آيت سدرات الجبل السفلى,rural,08,08.577,08.577.05,5228,1099,5273,-0.85,331.56,15.77
08.577.05.05,085770505,ait-sedrate-jbel-el-oulia,Ait Sedrate Jbel El Oulia,آيت سدرات الجبل العليا,rural,08,08.577,08.577.05,4978,904,5031,-1.05,343.88,14.48
08.577.05.13,085770513,ait-youl,Ait Youl,آيت يول,rural,08,08.577,08.577.05,4680,842,4870,-3.9,305.17,15.34
08.577.05.17,085770517,ikniouen,Ikniouen,اكنيون,rural,08,08.577,08.577.05,17707,2539,18235,-2.9,1276.36,13.87
08.577.05.21,085770521,m-semrir,M'semrir,امسمرير,rural,08,08.577,08.577.05,8686,1487,8866,-2.03,255.35,34.02
08.577.05.29,085770529,tilmi,Tilmi,تلمي,rural,08,08.577,08.577.05,11691,2049,11372,2.81,706.02,16.56
08.577.09.09,085770909,ait-sedrate-sahl-charkia,Ait Sedrate Sahl Charkia,آيت سدرات السهل الشرقية,rural,08,08.577,08.577.09,15506,2920,15349,1.02,159.64,97.13
08.577.09.11,085770911,ait-sedrate-sahl-el-gharbia,Ait Sedrate Sahl El-Gharbia,آيت سدرات السهل الغربية,rural,08,08.577,08.577.09,19985,3988,17392,14.91,439.84,45.44
08.577.09.03,085770903,ait-ouassif,Ait Ouassif,آيت واسيف,rural,08,08.577,08.577.09,8885,1599,8246,7.75,229.77,38.67
08.577.09.25,085770925,souk-lakhmis-dades,Souk Lakhmis Dades,سوق الخميس دادس,rural,08,08.577,08.577.09,16154,3408,17045,-5.23,343.8,46.99
08.577.09.15,085770915,ighil-n-oumgoun,Ighil N'oumgoun,اغيل نومكون,rural,08,08.577,08.577.09,23218,3734,22010,5.49,882.78,26.3
08.577.07.19,085770719,imider,Imider,اميضر,rural,08,08.577,08.577.07,4296,763,4420,-2.81,355.07,12.1
08.577.07.23,085770723,ouaklim,Ouaklim,واكليم,rural,08,08.577,08.577.07,12050,1976,11338,6.28,558.52,21.57
08.577.07.31,085770731,toudgha-el-oulia,Toudgha El Oulia,تودغى العليا,rural,08,08.577,08.577.07,5084,1244,5476,-7.16,161.78,31.43
08.577.07.27,085770727,taghzoute-n-ait-atta,Taghzoute N'ait Atta,تغزوت نايت عطى,rural,08,08.577,08.577.07,15654,3232,14669,6.71,344.66,45.42
08.577.07.01,085770701,ait-el-farsi,Ait El Farsi,آيت الفرسي,rural,08,08.577,08.577.07,5653,1040,5754,-1.76,547.81,10.32
08.577.07.33,085770733,toudgha-essoufla,Toudgha Essoufla,تودغى السفلى,rural,08,08.577,08.577.07,13890,2663,15347,-9.49,48.24,287.92
08.577.02.05,085770205,alnif,Alnif,النيف,rural,08,08.577,08.577.02,20978,3578,22724,-7.68,1154.64,18.17
08.577.02.21,085770221,m-ssici,M'ssici,مصيسي,rural,08,08.577,08.577.02,5455,895,6174,-11.65,1897.47,2.87
08.577.02.11,085770211,h-ssyia,H'ssyia,حصيا,rural,08,08.577,08.577.02,11713,1860,13741,-14.76,1348.2,8.69
08.577.03.01,085770301,ait-hani,Ait Hani,آيت هاني,rural,08,08.577,08.577.03,11120,2183,10587,5.03,694.09,16.02
08.577.03.05,085770305,assoul,Assoul,اسول,rural,08,08.577,08.577.03,6827,1611,7165,-4.72,896.33,7.62
08.587.01.13,085870113,zagora,Zagora,زاكورة,urban,08,08.587,,42294,7898,40067,5.56,46.01,919.24
08.587.01.01,085870101,agdz,Agdz,أكدز,urban,08,08.587,,11189,2254,10681,4.76,17.53,638.2
08.587.07.13,085870713,bouzeroual,Bouzeroual,بوزروال,rural,08,08.587,08.587.07,9972,1385,11166,-10.69,103.78,96.09
08.587.07.45,085870745,tinzouline,Tinzouline,تنزولين,rural,08,08.587,08.587.07,14652,2109,15505,-5.5,765.07,19.15
08.587.07.09,085870709,bleida,Bleida,ابليدة,rural,08,08.587,08.587.07,4309,616,4629,-6.91,1258.43,3.42
08.587.07.15,085870715,errouha,Errouha,الروحا,rural,08,08.587,08.587.07,9521,1432,10523,-9.52,402.28,23.67
08.587.07.43,085870743,ternata,Ternata,ترناتة,rural,08,08.587,08.587.07,15911,2266,16512,-3.64,552.1,28.82
08.587.07.11,085870711,bni-zoli,Bni Zoli,بني زولي,rural,08,08.587,08.587.07,16241,2150,18941,-14.25,270.41,60.06
08.587.07.29,085870729,taftechna,Taftechna,تافتشنا,rural,08,08.587,08.587.07,4661,714,5258,-11.35,505.8,9.22
08.587.09.35,085870935,tamegroute,Tamegroute,تامكروت,rural,08,08.587,08.587.09,19207,2771,21603,-11.09,659.77,29.11
08.587.09.17,085870917,fezouata,Fezouata,فزواطة,rural,08,08.587,08.587.09,8001,1047,9416,-15.03,251.43,31.82
08.587.09.23,085870923,m-hamid-el-ghizlane,M'hamid El Ghizlane,امحاميد الغزلان,rural,08,08.587,08.587.09,6664,1234,7590,-12.2,4004.19,1.66
08.587.09.33,085870933,tagounite,Tagounite,تاكونيت,rural,08,08.587,08.587.09,15122,2603,17103,-11.58,1689.59,8.95
08.587.09.19,085870919,ktaoua,Ktaoua,كتاوة,rural,08,08.587,08.587.09,6157,1204,8921,-30.98,2391.98,2.57
08.587.03.37,085870337,tamezmoute,Tamezmoute,تمزموط,rural,08,08.587,08.587.03,10953,1787,11697,-6.36,753.56,14.53
08.587.03.27,085870327,oulad-yahia-lagraire,Oulad Yahia Lagraire,أولاد يحيى لكراير,rural,08,08.587,08.587.03,10686,1791,12019,-11.09,601.85,17.76
08.587.03.03,085870303,afra,Afra,أفرا,rural,08,08.587,08.587.03,7554,1369,8939,-15.49,770.08,9.81
08.587.03.21,085870321,mezguita,Mezguita,مزكيطة,rural,08,08.587,08.587.03,7084,1135,8451,-16.18,31.88,222.2
08.587.03.39,085870339,tansifte,Tansifte,تنسيفت,rural,08,08.587,08.587.03,11389,2040,11987,-4.99,1875.46,6.07
08.587.03.01,085870301,afella-n-dra,Afella N'dra,أفلاندرا,rural,08,08.587,08.587.03,6657,1149,7203,-7.58,321.07,20.73
08.587.11.31,085871131,taghbalte,Taghbalte,تغبالت,rural,08,08.587,08.587.11,9176,1328,10054,-8.73,816.5,11.24
08.587.11.05,085871105,ait-boudaoud,Ait Boudaoud,آيت بوداود,rural,08,08.587,08.587.11,4757,779,5439,-12.54,554.16,8.58
08.587.11.41,085871141,tazarine-085871141,Tazarine,تازارين,rural,08,08.587,08.587.11,13895,2254,15169,-8.4,1464.18,9.49
08.587.11.25,085871125,n-kob,N'kob,النقوب,rural,08,08.587,08.587.11,7742,1477,7209,7.39,401.36,19.29
08.587.11.07,085871107,ait-ouallal-085871107,Ait Ouallal,آيت ولال,rural,08,08.587,08.587.11,11751,1827,11224,4.7,770.68,15.25
09.001.01.01,090010101,agadir,Agadir,أكادير,urban,09,09.001,,504768,143553,421844,19.66,112.69,4479.22
09.001.05.01,090010501,amskroud,Amskroud,امسكروض,rural,09,09.001,09.001.05,9648,2395,9351,3.18,206.58,46.7
09.001.05.11,090010511,idmine,Idmine,اضمين,rural,09,09.001,09.001.05,2715,728,3179,-14.6,172.09,15.78
09.001.05.09,090010509,drargua,Drargua,الدراركة,rural,09,09.001,09.001.05,107621,25472,70793,52.02,210.72,510.72
09.001.07.03,090010703,aourir,Aourir,أورير,rural,09,09.001,09.001.07,46032,11696,36948,24.59,105.69,435.52
09.001.07.23,090010723,taghazout,Taghazout,تغازوت,rural,09,09.001,09.001.07,4861,1393,5260,-7.59,111.18,43.72
09.001.07.05,090010705,aqsri,Aqsri,اقصري,rural,09,09.001,09.001.07,3333,914,4128,-19.26,190.47,17.5
09.001.07.13,090010713,imouzzer,Imouzzer,إيموزار,rural,09,09.001,09.001.07,4087,1094,5402,-24.34,202.92,20.14
09.001.07.29,090010729,tiqqi,Tiqqi,تقي,rural,09,09.001,09.001.07,6378,1695,8773,-27.3,279.43,22.82
09.001.07.21,090010721,tadrart,Tadrart,تدرارت,rural,09,09.001,09.001.07,2899,881,4530,-36,210.09,13.8
09.001.07.07,090010707,aziar,Aziar,ازيار,rural,09,09.001,09.001.07,2053,618,2948,-30.36,139.89,14.68
09.001.07.25,090010725,tamri,Tamri,تامري,rural,09,09.001,09.001.07,19790,4899,18577,6.53,356.59,55.5
09.001.07.15,090010715,imsouane,Imsouane,امسوان,rural,09,09.001,09.001.07,7246,1910,8866,-18.27,126.68,57.2
09.273.01.15,092730115,inezgane,Inezgane,إنزكان,urban,09,09.273,,137512,34902,130333,5.51,13,10574.27
09.273.01.05,092730105,ait-melloul,Ait Melloul,آيت ملول,urban,09,09.273,,210870,53781,171847,22.71,28.71,7345.23
09.273.01.13,092730113,dcheira-el-jihadia,Dcheira El Jihadia,الدشيرة الجهادية,urban,09,09.273,,113041,30582,100336,12.66,11,10275.36
09.273.01.17,092730117,lqliaa,Lqliaa,لقليعة,urban,09,09.273,,107133,25615,83235,28.71,103.8,1032.15
09.273.05.27,092730527,temsia,Temsia,تمسية,rural,09,09.273,09.273.05,52663,12689,40780,29.14,61.01,863.21
09.273.05.19,092730519,oulad-dahou,Oulad Dahou,أولاد دحو,rural,09,09.273,09.273.05,15697,3982,14587,7.61,68.11,230.47
09.163.01.03,091630103,ait-baha,Ait Baha,آيت باها,urban,09,09.163,,6007,1611,5668,5.98,1.95,3088.07
09.163.01.11,091630111,biougra,Biougra,بيوكرى,urban,09,09.163,,50626,13774,37933,33.46,10.67,4745.56
09.163.01.01,091630101,ait-amira,Ait Amira,آيت عميرة,urban,09,09.163,,113236,30592,76646,47.74,176.77,640.58
09.163.01.27,091630127,sidi-bibi,Sidi Bibi,سيدي بيبي,urban,09,09.163,,72929,18972,39042,86.8,175.91,414.57
09.163.03.05,091630305,ait-mzal,Ait Mzal,آيت مزال,rural,09,09.163,09.163.03,3305,970,3814,-13.35,96.02,34.42
09.163.03.13,091630313,hilala,Hilala,هلالة,rural,09,09.163,09.163.03,1858,630,2684,-30.77,170.02,10.93
09.163.03.37,091630337,tassegdelt,Tassegdelt,تسكدلت,rural,09,09.163,09.163.03,4046,1260,5107,-20.78,229.22,17.65
09.163.03.07,091630307,ait-ouadrim,Ait Ouadrim,آيت وادريم,rural,09,09.163,09.163.03,4976,1455,5817,-14.46,154.03,32.3
09.163.03.25,091630325,sidi-abdallah-el-bouchouari,Sidi Abdallah El Bouchouari,سيدي عبد الله البوشواري,rural,09,09.163,09.163.03,6604,1834,8128,-18.75,188.29,35.07
09.163.03.35,091630335,targua-ntouchka,Targua-Ntouchka,تركا نتوشكا,rural,09,09.163,09.163.03,3371,1083,4877,-30.88,161.66,20.85
09.163.03.33,091630333,tanalt,Tanalt,تنالت,rural,09,09.163,09.163.03,2138,766,2744,-22.08,148.51,14.4
09.163.03.09,091630309,aouguenz,Aouguenz,أوكنز,rural,09,09.163,09.163.03,2941,1050,4801,-38.74,203.81,14.43
09.163.03.15,091630315,ida-ougnidif,Ida-Ougnidif,إدا وكنظيف,rural,09,09.163,09.163.03,2095,787,2149,-2.51,221.16,9.47
09.163.03.39,091630339,tizi-ntakoucht,Tizi Ntakoucht,تيزي نتكوشت,rural,09,09.163,09.163.03,1098,417,1368,-19.74,79.21,13.86
09.163.07.17,091630717,imi-mqourn,Imi-Mqourn,إمي مقورن,rural,09,09.163,09.163.07,10365,2783,10748,-3.56,224.07,46.26
09.163.07.29,091630729,sidi-boushab,Sidi Boushab,سيدي بوالسحاب,rural,09,09.163,09.163.07,8386,2294,9488,-11.61,172.46,48.63
09.163.07.23,091630723,oued-essafa,Oued Essafa,واد الصفاء,rural,09,09.163,09.163.07,83442,21290,56547,47.56,272.18,306.57
09.163.05.11,091630511,belfaa,Belfaâ,بلفاع,rural,09,09.163,09.163.05,36774,9935,27699,32.76,230.35,159.65
09.163.05.19,091630519,inchaden,Inchaden,انشادن,rural,09,09.163,09.163.05,42724,11959,28806,48.32,143.51,297.7
09.163.05.21,091630521,massa,Massa,ماسة,rural,09,09.163,09.163.05,17946,4994,17579,2.09,168.47,106.53
09.163.05.31,091630531,sidi-ouassay,Sidi Ouassay,سيدي وساي,rural,09,09.163,09.163.05,10050,2748,9087,10.6,86.85,115.72
09.163.05.03,091630503,ait-milk,Ait Milk,آيت ميلك,rural,09,09.163,09.163.05,8706,2523,10370,-16.05,207.33,41.99
09.541.01.13,095410113,taroudannt,Taroudannt,تارودانت,urban,09,09.541,,83496,21821,80149,4.18,74.91,1114.64
09.541.01.09,095410109,oulad-teima,Oulad Teima,أولاد تايمة,urban,09,09.541,,100284,24494,89387,12.19,28,3581.74
09.541.01.05,095410105,irherm,Irherm,إيغرم,urban,09,09.541,,4127,1310,4108,0.46,138.08,29.89
09.541.01.03,095410103,el-guerdane,El Guerdane,الكردان,urban,09,09.541,,13747,3292,12313,11.65,19.69,698.14
09.541.01.01,095410101,ait-iaaza,Ait Iaaza,آيت إيعزة,urban,09,09.541,,17339,4145,14259,21.6,12.33,1405.78
09.541.01.07,095410107,oulad-berhil,Oulad Berhil,أولاد برحيل,urban,09,09.541,,30330,7068,24288,24.88,22.38,1355.44
09.541.01.11,095410111,taliouine,Taliouine,تالوين,urban,09,09.541,,7040,1753,6727,4.65,30.64,229.74
09.541.01.02,095410102,aoulouz,Aoulouz,أولوز,urban,09,09.541,,21502,4605,17409,23.51,106.74,201.44
09.541.03.19,095410319,sidi-mzal,Sidi Mzal,سيدي مزال,rural,09,09.541,09.541.03,1373,497,1701,-19.28,196.15,7
09.541.03.03,095410303,ait-abdallah,Ait Abdallah,آيت عبد الله,rural,09,09.541,09.541.03,1635,643,2086,-21.62,271.23,6.03
09.541.03.29,095410329,toufelaazt,Toufelaazt,توفلعزت,rural,09,09.541,09.541.03,1061,358,1614,-34.26,78.39,13.54
09.541.03.21,095410321,tabia-095410321,Tabia,تابيا,rural,09,09.541,09.541.03,814,353,1460,-44.25,168.79,4.82
09.541.03.31,095410331,toumliline,Toumliline,تومليلين,rural,09,09.541,09.541.03,1463,530,2131,-31.35,156.1,9.37
09.541.03.09,095410309,imaouen,Imaouen,إيماون,rural,09,09.541,09.541.03,1969,623,2466,-20.15,168.82,11.66
09.541.03.25,095410325,tindine,Tindine,تندين,rural,09,09.541,09.541.03,1853,640,2932,-36.8,193.58,9.57
09.541.03.17,095410317,sidi-boaal,Sidi Boaal,سيدي بوعل,rural,09,09.541,09.541.03,2180,778,3019,-27.79,314.2,6.94
09.541.03.05,095410305,amalou,Amalou,أملو,rural,09,09.541,09.541.03,2188,668,3256,-32.8,147.9,14.79
09.541.03.23,095410323,tataoute,Tataoute,تتاوت,rural,09,09.541,09.541.03,3767,1135,4743,-20.58,152.36,24.72
09.541.03.07,095410307,azaghar-n-irs,Azaghar N'irs,أزغارنيرس,rural,09,09.541,09.541.03,4009,1161,4748,-15.56,783.26,5.12
09.541.03.01,095410301,adar,Adar,أضار,rural,09,09.541,09.541.03,3043,1058,4344,-29.95,380.57,8
09.541.03.11,095410311,imi-n-tayart,Imi N'tayart,إمي نتيارت,rural,09,09.541,09.541.03,973,379,1164,-16.41,205.12,4.74
09.541.03.27,095410327,tisfane,Tisfane,تيسفان,rural,09,09.541,09.541.03,1414,478,2338,-39.52,128.23,11.03
09.541.03.13,095410313,nihit,Nihit,النحيت,rural,09,09.541,09.541.03,1456,516,1883,-22.68,136.28,10.68
09.541.03.15,095410315,oualqadi,Oualqadi,والقاضي,rural,09,09.541,09.541.03,1477,527,2146,-31.17,113.06,13.06
09.541.05.27,095410527,sidi-boumoussa,Sidi Boumoussa,سيدي بوموسى,rural,09,09.541,09.541.05,23160,5558,16894,37.09,48.4,478.48
09.541.05.01,095410501,ahl-ramel,Ahl Ramel,أهل الرمل,rural,09,09.541,09.541.05,7496,1849,8132,-7.82,90.92,82.44
09.541.05.25,095410525,sidi-ahmed-ou-amar,Sidi Ahmed Ou Amar,سيدي أحمد أو عمر,rural,09,09.541,09.541.05,17914,4134,15982,12.09,75.9,236.01
09.541.05.17,095410517,lagfifat,Lagfifat,لكفيفات,rural,09,09.541,09.541.05,19471,4671,18811,3.51,82.03,237.37
09.541.05.11,095410511,el-koudia-el-beida,El Koudia El Beida,الكدية البيضاء,rural,09,09.541,09.541.05,23666,5582,21875,8.19,97.52,242.67
09.541.05.19,095410519,lakhnafif,Lakhnafif,الخنافيف,rural,09,09.541,09.541.05,10706,2470,9936,7.75,70.14,152.64
09.541.05.21,095410521,lamhadi,Lamhadi,لمهادي,rural,09,09.541,09.541.05,11927,2768,11135,7.11,109.81,108.62
09.541.05.23,095410523,machraa-el-ain,Machraa El Ain,مشرع العين,rural,09,09.541,09.541.05,12243,3021,11378,7.6,77.39,158.2
09.541.05.05,095410505,assads,Assads,أصادص,rural,09,09.541,09.541.05,3592,1058,4650,-22.75,169,21.25
09.541.05.33,095410533,tidsi-nissendalene,Tidsi-Nissendalene,تدسي نسندالن,rural,09,09.541,09.541.05,4395,1295,5424,-18.97,211.3,20.8
09.541.11.03,095411103,argana,Argana,أركانة,rural,09,09.541,09.541.11,4123,1023,4804,-14.18,295.4,13.96
09.541.11.07,095411107,bigoudine,Bigoudine,بيكودين,rural,09,09.541,09.541.11,4174,1056,5131,-18.65,231.98,17.99
09.541.11.33,095411133,talmakante,Talmakante,تالماكانت,rural,09,09.541,09.541.11,3336,798,4004,-16.68,206.29,16.17
09.541.11.13,095411113,imilmaiss,Imilmaiss,إميلمايس,rural,09,09.541,09.541.11,4967,1186,6584,-24.56,183.68,27.04
09.541.11.29,095411129,sidi-moussa-lhamri,Sidi Moussa Lhamri,سيدي موسى الحمري,rural,09,09.541,09.541.11,17673,3814,14976,18.01,91.6,192.95
09.541.11.09,095411109,eddir,Eddir,الدير,rural,09,09.541,09.541.11,7781,1732,7565,2.86,137.83,56.45
09.541.11.15,095411115,issen,Issen,إسن,rural,09,09.541,09.541.11,13254,3163,12119,9.37,78.9,167.98
