code,code_digits,slug,name_fr,name_ar,type,region_code,province_code,cercle_code,population_2024,households_2024,population_2014,change_pct,area_km2,density_2024
03.531.01.07,035310107,thar-es-souk,Thar Es-Souk,طهر السوق,urban,03,03.531,,5218,1406,5182,0.69,33.86,154.11
03.531.01.09,035310109,tissa,Tissa,تيسة,urban,03,03.531,,12096,2783,11195,8.05,10.79,1121.15
03.531.05.03,035310503,bouchabel,Bouchabel,بوشابل,rural,03,03.531,03.531.05,13767,3028,16084,-14.41,136.68,100.72
03.531.05.07,035310507,jbabra,Jbabra,اجبابرة,rural,03,03.531,03.531.05,15904,3294,18592,-14.46,154.35,103.04
03.531.05.17,035310517,sidi-el-abed,Sidi El Abed,سيدي العابد,rural,03,03.531,03.531.05,11240,2096,12505,-10.12,94.88,118.46
03.531.05.09,035310509,loulja,Loulja,الولجة,rural,03,03.531,03.531.05,13679,2904,15956,-14.27,162.58,84.14
03.531.05.13,035310513,moulay-abdelkrim,Moulay Abdelkrim,مولاي عبد الكريم,rural,03,03.531,03.531.05,6557,1556,7392,-11.3,85.67,76.54
03.531.05.01,035310501,bni-snous,Bni Snous,بني سنوس,rural,03,03.531,03.531.05,8479,1896,8811,-3.77,158.44,53.52
03.531.05.15,035310515,moulay-bouchta,Moulay Bouchta,مولاي بوشتى,rural,03,03.531,03.531.05,12554,3133,14347,-12.5,192.19,65.32
03.531.05.11,035310511,mkansa,Mkansa,المكانسة,rural,03,03.531,03.531.05,23690,4942,23155,2.31,222.76,106.35
03.531.05.05,035310505,rhouazi,Rhouazi,الغوازي,rural,03,03.531,03.531.05,16405,3669,18081,-9.27,184.89,88.73
03.531.03.09,035310309,ourtzarh,Ourtzarh,أورتزاغ,rural,03,03.531,03.531.03,13256,3635,14381,-7.82,161.47,82.1
03.531.03.03,035310303,galaz,Galaz,كلاز,rural,03,03.531,03.531.03,15201,4132,17333,-12.3,150.2,101.21
03.531.03.13,035310313,sidi-haj-m-hamed,Sidi Haj M'hamed,سيدي الحاج امحمد,rural,03,03.531,03.531.03,7880,2147,9326,-15.51,52.51,150.06
03.531.03.17,035310317,sidi-yahia-bni-zeroual,Sidi Yahia Bni Zeroual,سيدي يحيى بني زروال,rural,03,03.531,03.531.03,14284,3654,15452,-7.56,93.9,152.12
03.531.03.07,035310307,oudka,Oudka,ودكة,rural,03,03.531,03.531.03,7380,2103,8494,-13.12,92.39,79.88
03.531.03.11,035310311,ratba,Ratba,الرتبة,rural,03,03.531,03.531.03,14944,3848,16825,-11.18,153.7,97.23
03.531.03.01,035310301,el-bibane,El Bibane,البيبان,rural,03,03.531,03.531.03,5853,1623,6303,-7.14,43.18,135.56
03.531.03.15,035310315,sidi-mokhfi,Sidi Mokhfi,سيدي المخفي,rural,03,03.531,03.531.03,7915,1947,8705,-9.08,91.42,86.58
03.531.03.23,035310323,timezgana,Timezgana,تمزكانة,rural,03,03.531,03.531.03,15191,3644,16172,-6.07,110.52,137.45
03.531.03.05,035310305,kissane,Kissane,كيسان,rural,03,03.531,03.531.03,11763,3260,13390,-12.15,134.16,87.68
03.531.03.19,035310319,tabouda,Tabouda,تبودة,rural,03,03.531,03.531.03,13635,3422,16618,-17.95,123.13,110.74
03.531.03.21,035310321,tafrant,Tafrant,تافرانت,rural,03,03.531,03.531.03,13217,3387,14246,-7.22,119.93,110.21
03.531.07.01,035310701,ain-mediouna,Ain Mediouna,عين مديونة,rural,03,03.531,03.531.07,15115,3779,15770,-4.15,96.43,156.74
03.531.07.03,035310703,bni-oulid,Bni Oulid,بني وليد,rural,03,03.531,03.531.07,8967,2525,10324,-13.14,125.59,71.4
03.531.07.07,035310707,bouadel,Bouadel,بوعادل,rural,03,03.531,03.531.07,11564,2957,12684,-8.83,37.4,309.18
03.531.07.09,035310709,bouhouda,Bouhouda,بوهودة,rural,03,03.531,03.531.07,24823,5746,26236,-5.39,138.94,178.66
03.531.07.21,035310721,zrizer,Zrizer,الزريزر,rural,03,03.531,03.531.07,7539,2106,7922,-4.83,64.55,116.79
03.531.07.13,035310713,khlalfa,Khlalfa,الخلالفة,rural,03,03.531,03.531.07,14340,3584,14681,-2.32,107.18,133.8
03.531.07.17,035310717,rghioua,Rghioua,ارغيوة,rural,03,03.531,03.531.07,3666,1130,4218,-13.09,39.64,92.49
03.531.07.15,035310715,mezraoua,Mezraoua,مزراوة,rural,03,03.531,03.531.07,7712,1921,8317,-7.27,84.27,91.52
03.531.07.19,035310719,tamedit,Tamedit,تمضيت,rural,03,03.531,03.531.07,12252,3124,14669,-16.48,248.78,49.25
03.531.07.05,035310705,bni-ounjel-tafraout,Bni Ounjel Tafraout,بني ونجل تافراوت,rural,03,03.531,03.531.07,5993,1456,6962,-13.92,68.7,87.23
03.531.07.11,035310711,fennassa-bab-el-hit,Fennassa Bab El Hit,فناسة باب الحيط,rural,03,03.531,03.531.07,10285,2538,11381,-9.63,108.12,95.13
03.531.09.09,035310909,el-bsabsa,El Bsabsa,البسابسا,rural,03,03.531,03.531.09,7485,1608,8019,-6.66,84.39,88.69
03.531.09.13,035310913,oued-jemaa,Oued Jemaa,واد الجمعة,rural,03,03.531,03.531.09,7825,1698,9190,-14.85,169.09,46.28
03.531.09.21,035310921,ras-el-oued,Ras El Oued,راس الواد,rural,03,03.531,03.531.09,13299,2995,15778,-15.71,166.67,79.79
03.531.09.23,035310923,sidi-m-hamed-ben-lahcen,Sidi M'hamed Ben Lahcen,سيدي امحمد بن لحسن,rural,03,03.531,03.531.09,16980,3485,18820,-9.78,189.33,89.69
03.531.09.05,035310905,ain-maatouf,Ain Maatouf,عين معطوف,rural,03,03.531,03.531.09,8639,2178,10104,-14.5,100.52,85.94
03.531.09.01,035310901,ain-aicha,Ain Aicha,عين عائشة,rural,03,03.531,03.531.09,24723,5192,25417,-2.73,180.21,137.19
03.531.09.17,035310917,oulad-daoud,Oulad Daoud,أولاد داود,rural,03,03.531,03.531.09,10800,2391,11978,-9.83,99.56,108.48
03.531.09.07,035310907,bouarouss,Bouarouss,بوعروس,rural,03,03.531,03.531.09,16329,3596,18147,-10.02,133.53,122.29
03.531.09.03,035310903,ain-legdah,Ain Legdah,عين لكدح,rural,03,03.531,03.531.09,10598,2601,11422,-7.21,188.66,56.18
03.531.09.15,035310915,oulad-ayyad,Oulad Ayyad,أولاد عياد,rural,03,03.531,03.531.09,9763,2186,9566,2.06,130.52,74.8
03.531.09.11,035310911,messassa,Messassa,مساسة,rural,03,03.531,03.531.09,8195,1750,9501,-13.75,60.51,135.43
03.531.09.19,035310919,outabouabane,Outabouabane,أوطا بوعبان,rural,03,03.531,03.531.09,8560,1912,9856,-13.15,119.09,71.88
03.561.01.11,035610111,taza,Taza,تازة,urban,03,03.561,,150763,40727,148456,1.55,26.61,5665.96
03.561.01.07,035610107,tahla,Tahla,تاهلة,urban,03,03.561,,28612,7619,27729,3.18,11.33,2524.82
03.561.01.01,035610101,aknoul,Aknoul,أكنول,urban,03,03.561,,4410,1208,4403,0.16,6.06,727.68
03.561.01.05,035610105,ouad-amlil,Ouad Amlil,واد امليل,urban,03,03.561,,10929,2544,10405,5.04,5.63,1941.55
03.561.03.03,035610303,bourd,Bourd,بورد,rural,03,03.561,03.561.03,6996,1770,8434,-17.05,137.35,50.93
03.561.03.01,035610301,ajdir-035610301,Ajdir,أجدير,rural,03,03.561,03.561.03,8640,2288,10214,-15.41,168.65,51.23
03.561.03.05,035610305,gzenaya-al-janoubia,Gzenaya Al Janoubia,اكزناية الجنوبية,rural,03,03.561,03.561.03,8125,2081,9937,-18.23,379.17,21.43
03.561.03.07,035610307,jbarna,Jbarna,اجبارنة,rural,03,03.561,03.561.03,2328,640,2730,-14.73,225.93,10.3
03.561.03.09,035610309,sidi-ali-bourakba,Sidi Ali Bourakba,سيدي علي بورقبة,rural,03,03.561,03.561.03,6280,1698,8083,-22.31,216.38,29.02
03.561.03.11,035610311,tizi-ouasli,Tizi Ouasli,تيزي وسلي,rural,03,03.561,03.561.03,5436,1490,6639,-18.12,348.34,15.61
03.561.09.01,035610901,ait-saghrouchen,Ait Saghrouchen,آيت سغروشن,rural,03,03.561,03.561.09,15147,4098,16085,-5.83,195.23,77.58
03.561.09.11,035610911,tazarine-035610911,Tazarine,تازارين,rural,03,03.561,03.561.09,2030,576,2623,-22.61,163.74,12.4
03.561.09.03,035610903,bouyablane,Bouyablane,بويبلان,rural,03,03.561,03.561.09,1667,363,2410,-30.83,259.69,6.42
03.561.09.07,035610907,matmata,Matmata,مطماطة,rural,03,03.561,03.561.09,11665,2942,11928,-2.2,145.83,79.99
03.561.09.09,035610909,smia,Smia,الصميعة,rural,03,03.561,03.561.09,7385,1893,7435,-0.67,225.19,32.79
03.561.09.13,035610913,zrarda,Zrarda,الزراردة,rural,03,03.561,03.561.09,9343,2512,9249,1.02,170.75,54.72
03.561.11.01,035611101,bni-ftah,Bni Ftah,بني افتح,rural,03,03.561,03.561.11,9632,2363,10919,-11.79,175.47,54.89
03.561.11.15,035611115,traiba,Traiba,اترايبة,rural,03,03.561,03.561.11,5773,1494,6672,-13.47,121.93,47.35
03.561.11.11,035611111,taifa,Taifa,الطايفة,rural,03,03.561,03.561.11,6000,1527,6992,-14.19,135.87,44.16
03.561.11.07,035611107,kaf-el-ghar,Kaf El Ghar,كاف الغار,rural,03,03.561,03.561.11,7060,1846,8104,-12.88,145.12,48.65
03.561.11.09,035611109,msila,Msila,امسيلة,rural,03,03.561,03.561.11,7800,1957,8356,-6.65,122.9,63.47
03.561.11.03,035611103,brarha,Brarha,برارحة,rural,03,03.561,03.561.11,6625,1462,7429,-10.82,98.95,66.95
03.561.11.05,035611105,el-gouzate,El Gouzate,الكوزات,rural,03,03.561,03.561.11,5942,1462,6575,-9.63,103.7,57.3
03.561.11.13,035611113,tainaste,Tainaste,تيناست,rural,03,03.561,03.561.11,10411,2532,11530,-9.71,151.72,68.62
03.561.13.01,035611301,bab-boudir,Bab Boudir,باب بودر,rural,03,03.561,03.561.13,4209,1013,5082,-17.18,171.99,24.47
03.561.13.03,035611303,bab-marzouka,Bab Marzouka,باب مرزوقة,rural,03,03.561,03.561.13,17323,3995,18520,-6.46,167.89,103.18
03.561.13.07,035611307,galdamane,Galdamane,كلدمان,rural,03,03.561,03.561.13,21732,4840,21433,1.4,380.17,57.16
03.561.13.11,035611311,meknassa-al-gharbia,Meknassa Al Gharbia,مكناسة الغربية,rural,03,03.561,03.561.13,3422,832,3890,-12.03,50.31,68.02
03.561.13.09,035611309,meknassa-acharqia,Meknassa Acharqia,مكناسة الشرقية,rural,03,03.561,03.561.13,5197,1288,6020,-13.67,178.61,29.1
03.561.13.05,035611305,bni-lent,Bni Lent,بني لنث,rural,03,03.561,03.561.13,10801,2638,11866,-8.98,88.76,121.68
03.561.13.13,035611313,oulad-chrif,Oulad Chrif,أولاد الشريف,rural,03,03.561,03.561.13,7882,1819,9237,-14.67,89.58,87.99
03.561.13.15,035611315,maghraoua,Maghraoua,مغراوة,rural,03,03.561,03.561.13,6775,1664,8204,-17.42,505.24,13.41
03.561.07.09,035610709,oulad-zbair,Oulad Zbair,أولاد ازباير,rural,03,03.561,03.561.07,17562,3716,17747,-1.04,90.79,193.43
03.561.07.05,035610705,bouhlou,Bouhlou,بوحلو,rural,03,03.561,03.561.07,8510,2007,8748,-2.72,73.38,115.97
03.561.07.03,035610703,bouchfaa,Bouchfaa,بوشفاعة,rural,03,03.561,03.561.07,10093,2396,10724,-5.88,142.41,70.87
03.561.07.07,035610707,ghiata-al-gharbia,Ghiata Al Gharbia,غياثة الغربية,rural,03,03.561,03.561.07,22437,4703,23038,-2.61,196.74,114.04
03.561.07.11,035610711,rbaa-el-fouki,Rbaa El Fouki,الربع الفوقي,rural,03,03.561,03.561.07,6156,1352,7144,-13.83,67.64,91.02
03.561.07.01,035610701,bni-frassen,Bni Frassen,بني فراسن,rural,03,03.561,03.561.07,19873,4668,23429,-15.18,197.53,100.61
04.421.01.0,004421010,rabat,Rabat,الرباط,urban,04,04.421,,509916,156398,573895,-11.15,116.04,4394.14
04.421.01.07,044210107,touarga,Touarga,التواركة,urban,04,04.421,,5703,785,3932,45.04,1.19,4788.67
04.441.01.0,004441010,sale,Salé,سلا,urban,04,04.441,,945101,256144,890403,6.14,110.04,8589.02
04.441.01.08,044410108,sidi-bouknadel,Sidi Bouknadel,سيدي أبي القنادل,urban,04,04.441,,43598,10439,25255,72.63,2.1,20757.64
04.441.01.13,044410113,ameur,Ameur,عامر,urban,04,04.441,,75942,18540,46590,63,202.12,375.73
04.441.01.11,044410111,shoul,Shoul,السهول,urban,04,04.441,,24913,5188,19915,25.1,401.51,62.05
04.501.01.07,045010107,temara,Témara,تمارة,urban,04,04.501,,297098,82146,313510,-5.23,44.07,6742.13
04.501.01.03,045010103,harhoura,Harhoura,الهرهورة,urban,04,04.501,,20950,7021,15361,36.38,10.12,2070.46
04.501.01.05,045010105,skhirate,Skhirate,الصخيرات,urban,04,04.501,,122705,32031,59775,105.28,54.55,2249.23
04.501.01.01,045010101,ain-el-aouda,Ain El Aouda,عين العودة,urban,04,04.501,,98502,23899,49816,97.73,23.54,4184.96
04.501.01.09,045010109,ain-attig,Ain Attig,عين عتيق,urban,04,04.501,,73985,21033,25078,195.02,32.74,2259.45
04.501.05.03,045010503,mers-el-kheir,Mers El Kheir,مرس الخير,rural,04,04.501,04.501.05,26544,6106,20617,28.75,16.98,1563.56
04.501.05.05,045010505,sabbah,Sabbah,صباح,rural,04,04.501,04.501.05,15552,3456,15029,3.48,72.87,213.42
04.501.03.01,045010301,el-menzeh,El Menzeh,المنزه,rural,04,04.501,04.501.03,7168,2162,11370,-36.96,53.03,135.16
04.501.03.03,045010303,oumazza,Oumazza,أم عزة,rural,04,04.501,04.501.03,4322,1094,6197,-30.26,170.99,25.28
04.501.03.11,045010311,sidi-yahya-zaer,Sidi Yahya Zaer,سيدي يحيى زعير,rural,04,04.501,04.501.03,116649,29368,57790,101.85,602.3,193.67
04.281.01.01,042810101,kenitra,Kénitra,القنيطرة,urban,04,04.281,,507736,138708,431282,17.73,121.53,4177.76
04.281.01.11,042810111,souk-el-arbaa,Souk El Arbaa,سوق الأربعاء,urban,04,04.281,,70894,16401,69265,2.35,22.69,3124.2
04.281.01.05,042810105,mehdya,Mehdya,مهدية,urban,04,04.281,,58558,16071,28636,104.49,12.01,4874.05
04.281.01.13,042810113,sidi-taibi,Sidi Taibi,سيدي الطيبي,urban,04,04.281,,76227,18599,53449,42.62,105.88,719.93
04.281.03.01,042810301,ameur-seflia,Ameur Seflia,عامر السفلية,rural,04,04.281,04.281.03,37935,7486,28540,32.92,328.08,115.63
04.281.03.11,042810311,ouled-slama,Ouled Slama,أولاد سلامة,rural,04,04.281,04.281.03,23848,4664,19488,22.37,93.03,256.35
04.281.03.05,042810305,haddada,Haddada,الحدادة,rural,04,04.281,04.281.03,22652,4694,15898,42.48,204.95,110.52
04.281.05.07,042810507,mnasra,Mnasra,المناصرة,rural,04,04.281,04.281.05,41434,7731,34429,20.35,184.17,224.98
04.281.05.03,042810503,ben-mansour,Ben Mansour,بنمنصور,rural,04,04.281,04.281.05,53545,9027,43822,22.19,304.82,175.66
04.281.05.11,042810511,sidi-mohamed-benmansour,Sidi Mohamed Benmansour,سيدي محمد بنمنصور,rural,04,04.281,04.281.05,24703,4303,19237,28.41,,
04.281.05.09,042810509,mograne,Mograne,المكرن,rural,04,04.281,04.281.05,36452,6745,31292,16.49,205.36,177.5
04.281.07.01,042810701,arbaoua,Arbaoua,عرباوة,rural,04,04.281,04.281.07,35077,7545,32690,7.3,170.22,206.07
04.281.07.07,042810707,oued-el-makhazine,Oued El Makhazine,وادي المخازن,rural,04,04.281,04.281.07,6264,1650,7266,-13.79,86.16,72.7
04.281.07.05,042810705,kariat-ben-aouda,Kariat Ben Aouda,قرية بن عودة,rural,04,04.281,04.281.07,11238,2273,11087,1.36,141.7,79.31
04.281.07.03,042810703,beni-malek,Beni Malek,بني مالك,rural,04,04.281,04.281.07,28711,5378,26098,10.01,232.91,123.27
04.281.09.09,042810909,sidi-allal-tazi,Sidi Allal Tazi,سيدي علال التازي,rural,04,04.281,04.281.09,22266,4185,18055,23.32,98.98,224.95
04.281.09.15,042810915,souk-tlet-el-gharb,Souk Tlet El Gharb,سوق ثلاثاء الغرب,rural,04,04.281,04.281.09,24190,4832,22554,7.25,216.54,111.71
04.281.09.01,042810901,bahhara-ouled-ayad,Bahhara Ouled Ayad,بحارة أولاد عياد,rural,04,04.281,04.281.09,38611,7159,31860,21.19,184.29,209.51
04.281.09.13,042810913,sidi-mohamed-lahmar,Sidi Mohamed Lahmar,سيدي محمد لحمر,rural,04,04.281,04.281.09,52679,9739,42637,23.55,146.24,360.23
04.281.11.07,042811107,moulay-bousselham,Moulay Bousselham,مولاي بوسلهام,rural,04,04.281,04.281.11,32643,7358,26608,22.68,118.63,275.16
04.281.11.05,042811105,lalla-mimouna,Lalla Mimouna,للا ميمونة,rural,04,04.281,04.281.11,35600,7381,29479,20.76,120.04,296.57
04.281.11.03,042811103,chouafaa,Chouafaa,الشوافع,rural,04,04.281,04.281.11,21374,3872,18436,15.94,166.21,128.6
04.281.11.11,042811111,sidi-boubker-el-haj,Sidi Boubker El Haj,سيدي بوبكر الحاج,rural,04,04.281,04.281.11,21610,4245,19327,11.81,108.75,198.71
04.291.01.01,042910101,khemisset,Khémisset,الخميسات,urban,04,04.291,,125834,34344,131542,-4.34,30.96,4064.29
04.291.01.03,042910103,rommani,Rommani,الرماني,urban,04,04.291,,11117,3037,12297,-9.6,4.25,2617.38
04.291.01.05,042910105,tiflet,Tiflet,تيفلت,urban,04,04.291,,103850,26927,86709,19.77,9.77,10633.73
04.291.01.17,042910117,sidi-allal-el-bahraoui,Sidi Allal El Bahraoui,سيدي علال البحراوي,urban,04,04.291,,29147,7438,15866,83.71,7.17,4066.93
04.291.03.01,042910301,ait-mimoune,Ait Mimoune,آيت ميمون,rural,04,04.291,04.291.03,7065,1915,8486,-16.75,379.04,18.64
04.291.03.03,042910303,ait-ouribel,Ait Ouribel,آيت أوريبل,rural,04,04.291,04.291.03,9375,2293,9640,-2.75,96.29,97.36
04.291.03.11,042910311,majmaa-tolba,Majmaa Tolba,مجمع الطلبة,rural,04,04.291,04.291.03,15447,3925,12609,22.51,198.13,77.96
04.291.03.09,042910309,el-ganzra,El Ganzra,الكنزرة,rural,04,04.291,04.291.03,13792,3015,13209,4.41,261.31,52.78
04.291.03.07,042910307,ait-yadine,Ait Yadine,آيت يدين,rural,04,04.291,04.291.03,21007,5227,20502,2.46,136.27,154.15
04.291.03.13,042910313,sfassif,Sfassif,الصفاصيف,rural,04,04.291,04.291.03,7071,1807,7685,-7.99,194.28,36.4
04.291.03.05,042910305,ait-siberne,Ait Siberne,آيت سيبرن,rural,04,04.291,04.291.03,4676,1211,4900,-4.57,158.74,29.46
04.291.03.15,042910315,sidi-allal-lamsadder,Sidi Allal Lamsadder,سيدي علال المصدر,rural,04,04.291,04.291.03,6875,1882,7366,-6.67,116.83,58.85
04.291.03.17,042910317,sidi-el-rhandour,Sidi El Rhandour,سيدي الغندور,rural,04,04.291,04.291.03,7644,2089,7377,3.62,104.94,72.84
04.291.05.07,042910507,houderrane,Houderrane,حودران,rural,04,04.291,04.291.05,6049,1859,6414,-5.69,125.98,48.01
04.291.05.09,042910509,maaziz,Maaziz,المعازيز,rural,04,04.291,04.291.05,10812,3323,11502,-6,90.26,119.79
04.291.05.03,042910503,ait-ikkou,Ait Ikkou,آيت إيكو,rural,04,04.291,04.291.05,8179,2311,8865,-7.74,309.82,26.4
04.291.05.05,042910505,bouqachmir,Bouqachmir,بوقشمير,rural,04,04.291,04.291.05,2877,784,3631,-20.77,332.85,8.64
04.291.05.01,042910501,ait-ichou,Ait Ichou,آيت إيشو,rural,04,04.291,04.291.05,1454,368,1809,-19.62,134.75,10.79
04.291.05.11,042910511,oulmes,Oulmes,اولماس,rural,04,04.291,04.291.05,19579,5562,18786,4.22,535.06,36.59
04.291.05.13,042910513,tiddas,Tiddas,تيداس,rural,04,04.291,04.291.05,9013,2795,10047,-10.29,548.79,16.42
04.291.07.05,042910705,brachoua,Brachoua,البراشوة,rural,04,04.291,04.291.07,11851,2941,12025,-1.45,405.11,29.25
04.291.07.15,042910715,my-driss-aghbal,My Driss Aghbal,مولاي ادريس أغبال,rural,04,04.291,04.291.07,4583,1133,5043,-9.12,175.82,26.07
04.291.07.09,042910709,jemaat-moul-blad,Jemaat Moul Blad,جمعة مول البلاد,rural,04,04.291,04.291.07,5051,1363,5619,-10.11,212.18,23.81
04.291.07.11,042910711,laghoualem,Laghoualem,الغوالم,rural,04,04.291,04.291.07,12051,2889,12219,-1.37,582.24,20.7
04.291.07.13,042910713,marchouch,Marchouch,مرشوش,rural,04,04.291,04.291.07,13017,2604,11724,11.03,267.01,48.75
04.291.07.01,042910701,ain-sbit,Ain Sbit,عين السبيت,rural,04,04.291,04.291.07,10425,2538,11051,-5.66,354.37,29.42
04.291.07.07,042910707,ezzhiliga,Ezzhiliga,الزحيلكة,rural,04,04.291,04.291.07,14788,3676,15430,-4.16,526.55,28.08
04.291.09.11,042910911,m-qam-tolba,M'qam Tolba,مقام الطلبة,rural,04,04.291,04.291.09,15070,3268,13503,11.6,227.58,66.22
04.291.09.13,042910913,sidi-abderrazak,Sidi Abderrazak,سيدي عبد الرزاق,rural,04,04.291,04.291.09,14021,3671,13464,4.14,285.82,49.06
04.291.09.07,042910907,ait-malek,Ait Malek,آيت مالك,rural,04,04.291,04.291.09,3809,927,4856,-21.56,135.68,28.07
04.291.09.19,042910919,ait-ali-ou-lahcen,Ait Ali Ou Lahcen,آيت علي أولحسن,rural,04,04.291,04.291.09,5139,1186,5128,0.21,197.78,25.98
04.291.09.02,042910902,ain-johra-sidi-boukhalkhal,Ain Johra-Sidi Boukhalkhal,عين الجوهرة-سيدي بوخلخال,rural,04,04.291,04.291.09,16644,4050,17307,-3.83,372.11,44.73
04.291.09.03,042910903,ait-belkacem,Ait Belkacem,آيت بلقاسم,rural,04,04.291,04.291.09,4396,1124,4466,-1.57,138.28,31.79
04.291.09.09,042910909,khemis-sidi-yahya,Khemis Sidi Yahya,خميس سيدي يحيى,rural,04,04.291,04.291.09,6837,1819,6673,2.46,106.02,64.49
04.291.09.05,042910905,ait-bouyahia-el-hajjama,Ait Bouyahia El Hajjama,آيت بويحيى الحجامة,rural,04,04.291,04.291.09,4491,1215,4471,0.45,60.54,74.19
04.481.01.11,044810111,sidi-kacem,Sidi Kacem,سيدي قاسم,urban,04,04.481,,75037,20288,75672,-0.84,16.73,4484.44
04.481.01.07,044810107,mechraa-bel-ksiri,Mechraa Bel Ksiri,مشرع بلقصيري,urban,04,04.481,,32615,8166,31497,3.55,7.96,4099.83
04.481.01.03,044810103,had-kourt,Had Kourt,أحد كورت,urban,04,04.481,,8554,2111,7843,9.07,7.49,1141.65
04.481.01.05,044810105,jorf-el-melha,Jorf El Melha,جرف الملحة,urban,04,04.481,,31976,7448,28681,11.49,3.28,9752.78
04.481.01.01,044810101,dar-gueddari,Dar Gueddari,دار الكداري,urban,04,04.481,,7826,1728,6643,17.81,6.86,1140.51
04.481.03.03,044810303,bni-oual,Bni Oual,بني وال,rural,04,04.481,04.481.03,6623,1618,7485,-11.52,129.54,51.13
04.481.03.01,044810301,ain-dfali,Ain Dfali,عين الدفالي,rural,04,04.481,04.481.03,23018,5659,24241,-5.05,240.91,95.55
04.481.03.09,044810309,moulay-abdelkader,Moulay Abdelkader,مولاي عبد القادر,rural,04,04.481,04.481.03,7740,1720,7896,-1.98,151.49,51.09
04.481.03.17,044810317,sidi-azzouz,Sidi Azzouz,سيدي عزوز,rural,04,04.481,04.481.03,14484,3188,14356,0.89,190.05,76.21
04.481.03.13,044810313,sidi-ahmed-benaissa,Sidi Ahmed Benaissa,سيدي احمد بنعيسى,rural,04,04.481,04.481.03,7685,1649,7810,-1.6,96.04,80.02
04.481.03.15,044810315,sidi-ameur-al-hadi,Sidi Ameur Al Hadi,سيدي اعمر الحاضي,rural,04,04.481,04.481.03,11703,2352,11814,-0.94,85.51,136.85
04.481.07.07,044810707,lamrabih,Lamrabih,لمرابيح,rural,04,04.481,04.481.07,20154,4592,20461,-1.5,206.03,97.82
04.481.07.21,044810721,taoughilt,Taoughilt,توغيلت,rural,04,04.481,04.481.07,15013,3309,14764,1.69,117.55,127.71
04.481.07.05,044810705,khnichet,Khnichet,الخنيشات,rural,04,04.481,04.481.07,26246,6193,23707,10.71,110.71,237.08
04.481.07.11,044810711,oulad-nouel,Oulad Nouel,أولاد نوال,rural,04,04.481,04.481.07,11578,2670,11371,1.82,137.96,83.92
04.481.07.19,044810719,sidi-m-hamed-chelh,Sidi M'hamed Chelh,سيدي امحمد الشلح,rural,04,04.481,04.481.07,7977,1780,7737,3.1,67.29,118.54
04.481.11.11,044811111,sidi-al-kamel,Sidi Al Kamel,سيدي الكامل,rural,04,04.481,04.481.11,34016,6472,30199,12.64,143.58,236.91
04.481.11.05,044811105,rmilat,Rmilat,ارميلات,rural,04,04.481,04.481.11,19117,3572,16861,13.38,131.05,145.87
04.481.11.03,044811103,dar-laaslouji,Dar Laaslouji,دار العسلوجي,rural,04,04.481,04.481.11,36072,7170,32127,12.28,104.1,346.51
04.481.05.07,044810507,nouirate,Nouirate,انويرات,rural,04,04.481,04.481.05,26833,5603,24805,8.18,150.9,177.82
04.481.05.01,044810501,al-haouafate,Al Haouafate,الحوافات,rural,04,04.481,04.481.05,18528,3961,17842,3.84,142.79,129.76
04.481.05.09,044810509,sefsaf,Sefsaf,صفصاف,rural,04,04.481,04.481.05,28106,5201,25075,12.09,134.97,208.24
04.481.09.01,044810901,bab-tiouka,Bab Tiouka,باب تيوكا,rural,04,04.481,04.481.09,7626,1647,7697,-0.92,149.57,50.99
04.481.09.13,044810913,zirara,Zirara,زيرارة,rural,04,04.481,04.481.09,16829,3928,16606,1.34,68.32,246.32
04.481.09.05,044810905,chbanate,Chbanate,اشبانات,rural,04,04.481,04.481.09,10303,2246,10371,-0.66,103.97,99.09
04.481.09.11,044810911,zaggota,Zaggota,زكوطة,rural,04,04.481,04.481.09,10245,2159,10032,2.12,137.63,74.44
04.481.09.07,044810907,selfat,Selfat,سلفات,rural,04,04.481,04.481.09,10366,2127,10239,1.24,132.66,78.14
04.481.09.03,044810903,bir-taleb,Bir Taleb,بير الطالب,rural,04,04.481,04.481.09,11843,2556,11370,4.16,85.84,137.96
04.481.09.09,044810909,tekna,Tekna,ثكنة,rural,04,04.481,04.481.09,7396,1425,7068,4.64,96.69,76.49
04.491.01.07,044910107,sidi-slimane,Sidi Slimane,سيدي سليمان,urban,04,04.491,,95114,24198,92989,2.29,15.66,6073.69
04.491.01.09,044910109,sidi-yahia-el-gharb,Sidi Yahia El Gharb,سيدي يحيى الغرب,urban,04,04.491,,39946,8666,37979,5.18,12.94,3085.98
04.491.05.03,044910503,boumaiz,Boumaiz,بومعيز,rural,04,04.491,04.491.05,22693,5153,19684,15.29,96.33,235.58
04.491.05.05,044910505,dar-bel-amri,Dar Bel Amri,دار بلعامري,rural,04,04.491,04.491.05,32873,6780,28156,16.75,341.81,96.17
04.491.05.01,044910501,azghar,Azghar,أزغار,rural,04,04.491,04.491.05,11707,2329,10850,7.9,147.53,79.35
04.491.05.11,044910511,ouled-ben-hammadi,Ouled Ben Hammadi,أولاد بن حمادي,rural,04,04.491,04.491.05,13491,2896,12778,5.58,102.39,131.76
04.491.05.09,044910509,m-saada,M'saada,المساعدة,rural,04,04.491,04.491.05,22399,4584,19853,12.82,68.22,328.32
04.491.05.13,044910513,ouled-h-cine,Ouled H'cine,أولاد احسين,rural,04,04.491,04.491.05,33227,7208,30215,9.97,125.03,265.75
