code_a,name_a,code_b,name_b,km
07.211.03.25,M'khalif,07.211.03.33,Sidi Abdeljalil,15.89
07.211.03.25,M'khalif,07.211.03.43,Sidi Laaroussi,25.09
07.211.03.25,M'khalif,07.431.07.01,Atouabet,15.45
07.211.03.25,M'khalif,07.431.07.03,El Ghiate,6.41
07.211.03.31,Ounagha,07.211.05.05,Aguerd,21.33
07.211.03.31,Ounagha,07.211.09.01,Ait Said,8.1
07.211.03.31,Ounagha,07.211.09.13,Lahsinate,11.95
07.211.03.33,Sidi Abdeljalil,07.211.03.37,Sidi Ali El Korati,8.1
07.211.03.33,Sidi Abdeljalil,07.211.03.43,Sidi Laaroussi,10.7
07.211.03.33,Sidi Abdeljalil,07.211.03.51,Zaouiat Ben Hmida,6.26
07.211.03.33,Sidi Abdeljalil,07.211.09.35,Sidi Aissa Regragui,2.61
07.211.03.33,Sidi Abdeljalil,07.431.07.01,Atouabet,4.66
07.211.03.37,Sidi Ali El Korati,07.211.03.41,Sidi Ishaq,20.28
07.211.03.37,Sidi Ali El Korati,07.211.03.49,Takate,4.9
07.211.03.37,Sidi Ali El Korati,07.211.03.51,Zaouiat Ben Hmida,9.41
07.211.03.37,Sidi Ali El Korati,07.431.07.01,Atouabet,3.09
07.211.03.41,Sidi Ishaq,07.431.07.01,Atouabet,2.34
07.211.03.41,Sidi Ishaq,07.431.07.09,Lamaachate,10.44
07.211.03.43,Sidi Laaroussi,07.211.09.23,Mzilate,10.16
07.211.03.43,Sidi Laaroussi,07.211.09.27,M'ramer,9.93
07.211.03.43,Sidi Laaroussi,07.211.09.35,Sidi Aissa Regragui,2.87
07.211.03.43,Sidi Laaroussi,07.211.09.39,Sidi Boulaalam,5.06
07.211.03.43,Sidi Laaroussi,07.211.09.45,Sidi M'hamed Ou Marzouq,15.2
07.211.03.43,Sidi Laaroussi,07.431.07.03,El Ghiate,16.8
07.211.03.43,Sidi Laaroussi,07.431.07.07,Laamamra,12.9
07.211.03.49,Takate,07.211.03.51,Zaouiat Ben Hmida,5.02
07.211.03.49,Takate,07.211.09.11,Lagdadra,5.08
07.211.03.49,Takate,07.211.09.13,Lahsinate,4.54
07.211.03.49,Takate,07.211.09.35,Sidi Aissa Regragui,13.71
07.211.03.51,Zaouiat Ben Hmida,07.211.09.35,Sidi Aissa Regragui,21.98
07.211.05.05,Aguerd,07.211.05.29,Sidi El Jazouli,6.41
07.211.05.05,Aguerd,07.211.05.35,Sidi H'mad Ou Hamed,10.07
07.211.05.05,Aguerd,07.211.05.37,Sidi Kaouki,10.08
07.211.05.05,Aguerd,07.211.09.01,Ait Said,0.4
07.211.05.07,Ait Aissa Ihahane,07.211.05.21,Ida Ou Kazzou,21.68
07.211.05.07,Ait Aissa Ihahane,07.211.07.01,Adaghas,19.47
07.211.05.07,Ait Aissa Ihahane,07.211.07.13,Bouzemmour,7.7
07.211.05.07,Ait Aissa Ihahane,09.001.07.21,Tadrart,22.45
07.211.05.07,Ait Aissa Ihahane,09.001.07.29,Tiqqi,6.89
07.211.05.17,Ida Ou Aazza,07.211.05.23,Imgrade,7.87
07.211.05.17,Ida Ou Aazza,07.211.05.27,Sidi Ahmed Essayeh,12.96
07.211.05.17,Ida Ou Aazza,07.211.05.39,Smimou,10
07.211.05.17,Ida Ou Aazza,07.211.05.41,Tafedna,32.47
07.211.05.19,Ida Ou Guelloul,07.211.05.21,Ida Ou Kazzou,13.94
07.211.05.19,Ida Ou Guelloul,07.211.05.33,Sidi Hmad Ou M'barek,7.56
07.211.05.19,Ida Ou Guelloul,07.211.05.51,Timzguida-Ouftas,11.55
07.211.05.19,Ida Ou Guelloul,09.001.07.15,Imsouane,3.69
07.211.05.21,Ida Ou Kazzou,07.211.05.23,Imgrade,7.72
07.211.05.21,Ida Ou Kazzou,07.211.05.33,Sidi Hmad Ou M'barek,11.72
07.211.05.21,Ida Ou Kazzou,07.211.05.47,Targante,18.28
07.211.05.21,Ida Ou Kazzou,07.211.07.13,Bouzemmour,5.84
07.211.05.21,Ida Ou Kazzou,09.001.07.07,Aziar,8.88
07.211.05.21,Ida Ou Kazzou,09.001.07.21,Tadrart,6.33
07.211.05.23,Imgrade,07.211.05.25,Imi-N'tlit,12.3
07.211.05.23,Imgrade,07.211.05.39,Smimou,4.66
07.211.05.23,Imgrade,07.211.05.41,Tafedna,1.45
07.211.05.23,Imgrade,07.211.05.47,Targante,22.18
07.211.05.23,Imgrade,07.211.07.03,Aglif,11.67
07.211.05.23,Imgrade,07.211.07.13,Bouzemmour,9.37
07.211.05.23,Imgrade,07.211.07.45,Takoucht,8.77
07.211.05.25,Imi-N'tlit,07.211.05.29,Sidi El Jazouli,8.28
07.211.05.25,Imi-N'tlit,07.211.05.39,Smimou,3.78
07.211.05.25,Imi-N'tlit,07.211.05.49,Tidzi,9.36
07.211.05.25,Imi-N'tlit,07.211.07.45,Takoucht,10.17
07.211.05.27,Sidi Ahmed Essayeh,07.211.05.35,Sidi H'mad Ou Hamed,1.74
07.211.05.27,Sidi Ahmed Essayeh,07.211.05.37,Sidi Kaouki,4.42
07.211.05.27,Sidi Ahmed Essayeh,07.211.05.39,Smimou,12.81
07.211.05.27,Sidi Ahmed Essayeh,07.211.05.41,Tafedna,3.14
07.211.05.27,Sidi Ahmed Essayeh,07.211.05.49,Tidzi,4.61
07.211.05.29,Sidi El Jazouli,07.211.05.35,Sidi H'mad Ou Hamed,9.92
07.211.05.29,Sidi El Jazouli,07.211.05.49,Tidzi,4.21
07.211.05.29,Sidi El Jazouli,07.211.07.15,Ezzaouite,10.1
07.211.05.29,Sidi El Jazouli,07.211.07.31,Sidi Ghaneme,6.49
07.211.05.29,Sidi El Jazouli,07.211.09.01,Ait Said,19.67
07.211.05.29,Sidi El Jazouli,07.211.09.17,Meskala,5.32
07.211.05.33,Sidi Hmad Ou M'barek,09.001.07.07,Aziar,2.55
07.211.05.33,Sidi Hmad Ou M'barek,09.001.07.15,Imsouane,14.26
07.211.05.33,Sidi Hmad Ou M'barek,09.001.07.25,Tamri,8.48
07.211.05.35,Sidi H'mad Ou Hamed,07.211.05.37,Sidi Kaouki,15.76
07.211.05.35,Sidi H'mad Ou Hamed,07.211.05.49,Tidzi,17.12
07.211.05.39,Smimou,07.211.05.49,Tidzi,19.29
07.211.05.41,Tafedna,07.211.05.47,Targante,15.94
07.211.05.41,Tafedna,07.211.05.51,Timzguida-Ouftas,9.78
07.211.05.47,Targante,07.211.05.51,Timzguida-Ouftas,16.3
07.211.05.51,Timzguida-Ouftas,09.001.07.15,Imsouane,4.52
07.211.07.01,Adaghas,07.211.07.09,Assais,19.14
07.211.07.01,Adaghas,07.211.07.13,Bouzemmour,11.05
07.211.07.01,Adaghas,09.001.07.29,Tiqqi,7.15
07.211.07.03,Aglif,07.211.07.13,Bouzemmour,34.13
07.211.07.03,Aglif,07.211.07.43,Tahelouante,8.97
07.211.07.03,Aglif,07.211.07.45,Takoucht,10.62
07.211.07.09,Assais,07.211.07.13,Bouzemmour,14.09
07.211.07.09,Assais,09.001.07.29,Tiqqi,3.13
07.211.07.09,Assais,09.541.11.03,Argana,4.82
07.211.07.09,Assais,09.541.11.07,Bigoudine,3.18
07.211.07.11,Bizdad,07.211.07.15,Ezzaouite,10.76
07.211.07.11,Bizdad,07.211.07.31,Sidi Ghaneme,6.39
07.211.07.11,Bizdad,07.211.07.43,Tahelouante,14.29
07.211.07.11,Bizdad,07.211.07.45,Takoucht,2.48
07.211.07.11,Bizdad,07.211.09.19,Mouarid,4.44
07.211.07.15,Ezzaouite,07.211.07.31,Sidi Ghaneme,21.48
07.211.07.15,Ezzaouite,07.211.09.17,Meskala,12.69
07.211.07.15,Ezzaouite,07.211.09.19,Mouarid,2.61
07.211.07.31,Sidi Ghaneme,07.211.07.45,Takoucht,22.77
07.211.07.43,Tahelouante,07.211.07.45,Takoucht,10.68
07.211.09.01,Ait Said,07.211.09.09,Korimate,9.55
07.211.09.01,Ait Said,07.211.09.11,Lagdadra,11.3
07.211.09.01,Ait Said,07.211.09.13,Lahsinate,11.84
07.211.09.01,Ait Said,07.211.09.15,Mejji,0.45
07.211.09.01,Ait Said,07.211.09.17,Meskala,6.96
07.211.09.07,Kechoula,07.211.09.09,Korimate,21.71
07.211.09.07,Kechoula,07.211.09.15,Mejji,22.19
07.211.09.07,Kechoula,07.211.09.29,Oulad M'rabet,10.97
07.211.09.07,Kechoula,07.211.09.47,Tafetachte,6.58
07.211.09.09,Korimate,07.211.09.17,Meskala,12.06
07.211.09.09,Korimate,07.211.09.19,Mouarid,21.06
07.211.09.11,Lagdadra,07.211.09.13,Lahsinate,11.59
07.211.09.11,Lagdadra,07.211.09.15,Mejji,18.97
07.211.09.11,Lagdadra,07.211.09.35,Sidi Aissa Regragui,4.05
07.211.09.15,Mejji,07.211.09.35,Sidi Aissa Regragui,5.54
07.211.09.15,Mejji,07.211.09.47,Tafetachte,9.16
07.211.09.17,Meskala,07.211.09.19,Mouarid,8.95
07.211.09.23,Mzilate,07.211.09.27,M'ramer,21.48
07.211.09.23,Mzilate,07.211.09.45,Sidi M'hamed Ou Marzouq,19.29
07.211.09.27,M'ramer,07.211.09.29,Oulad M'rabet,15.17
07.211.09.27,M'ramer,07.211.09.39,Sidi Boulaalam,6.87
07.211.09.27,M'ramer,07.211.09.47,Tafetachte,3.74
07.211.09.29,Oulad M'rabet,07.211.09.47,Tafetachte,11.52
07.211.09.35,Sidi Aissa Regragui,07.211.09.39,Sidi Boulaalam,15.3
07.211.09.35,Sidi Aissa Regragui,07.211.09.47,Tafetachte,1.59
07.211.09.39,Sidi Boulaalam,07.211.09.47,Tafetachte,14.41
07.211.09.45,Sidi M'hamed Ou Marzouq,07.431.07.07,Laamamra,11.9
07.211.09.45,Sidi M'hamed Ou Marzouq,07.585.05.07,Ighoud,2.46
07.351.01.0,Marrakech,07.351.01.01,Méchouar-Kasba,11.54
07.351.01.0,Marrakech,07.351.01.13,Tassoultante,18.54
07.351.01.0,Marrakech,07.351.02.01,Al Ouidane,12.9
07.351.01.0,Marrakech,07.351.02.07,Ouahat Sidi Brahim,12.5
07.351.01.0,Marrakech,07.351.03.03,Harbil,6.95
07.351.01.0,Marrakech,07.351.07.07,Saada,20.12
07.351.01.01,Méchouar-Kasba,07.351.01.13,Tassoultante,6.23
07.351.01.13,Tassoultante,07.351.07.07,Saada,6
07.351.02.01,Al Ouidane,07.351.02.07,Ouahat Sidi Brahim,2.52
07.351.02.01,Al Ouidane,07.351.02.09,Oulad Hassoune,25.76
07.351.02.01,Al Ouidane,07.427.09.03,Bourrous,1.4
07.351.02.01,Al Ouidane,07.427.09.06,Jbilate,1.3
07.351.02.07,Ouahat Sidi Brahim,07.351.03.03,Harbil,4.2
07.351.02.07,Ouahat Sidi Brahim,07.427.09.06,Jbilate,23.2
07.351.02.09,Oulad Hassoune,07.427.09.03,Bourrous,5.97
07.351.02.09,Oulad Hassoune,07.427.09.05,Jaidate,9.12
07.351.03.03,Harbil,07.351.03.05,M'nabha,12.71
07.351.03.03,Harbil,07.351.03.11,Ouled Dlim,16.53
07.351.03.03,Harbil,07.351.05.05,Loudaya,3.88
07.351.03.03,Harbil,07.351.07.07,Saada,14.92
07.351.03.03,Harbil,07.427.09.06,Jbilate,18.42
07.351.03.05,M'nabha,07.351.03.11,Ouled Dlim,24.63
07.351.03.05,M'nabha,07.427.09.06,Jbilate,9.55
07.351.03.05,M'nabha,07.427.09.09,Nzalat Laadam,25.25
07.351.03.11,Ouled Dlim,07.351.05.05,Loudaya,21.84
07.351.03.11,Ouled Dlim,07.427.09.09,Nzalat Laadam,2.93
07.351.03.11,Ouled Dlim,07.585.05.17,Sidi Chiker,24.44
07.351.03.11,Ouled Dlim,07.585.07.13,Lakhoualqa,20.78
07.351.03.11,Ouled Dlim,07.585.07.15,Ras El Ain,3.59
07.351.05.01,Agafay,07.351.05.03,Ait Imour,13.1
07.351.05.01,Agafay,07.351.05.05,Loudaya,10.44
