code_a,name_a,code_b,name_b,km
03.531.03.07,Oudka,03.531.03.15,Sidi Mokhfi,13.55
03.531.03.07,Oudka,03.531.03.17,Sidi Yahia Bni Zeroual,15.3
03.531.03.09,Ourtzarh,03.531.05.07,Jbabra,18.79
03.531.03.09,Ourtzarh,03.531.05.15,Moulay Bouchta,2.1
03.531.03.09,Ourtzarh,03.531.07.15,Mezraoua,1.83
03.531.03.09,Ourtzarh,03.531.09.07,Bouarouss,10.64
03.531.03.09,Ourtzarh,03.531.09.17,Oulad Daoud,6.3
03.531.03.11,Ratba,03.531.03.13,Sidi Haj M'hamed,15.05
03.531.03.11,Ratba,03.531.03.17,Sidi Yahia Bni Zeroual,1.07
03.531.03.13,Sidi Haj M'hamed,03.531.03.17,Sidi Yahia Bni Zeroual,12.97
03.531.03.13,Sidi Haj M'hamed,03.531.03.19,Tabouda,10.16
03.531.03.15,Sidi Mokhfi,03.531.03.23,Timezgana,26.8
03.531.03.17,Sidi Yahia Bni Zeroual,03.531.03.19,Tabouda,2.2
03.531.03.17,Sidi Yahia Bni Zeroual,03.531.03.21,Tafrant,12.17
03.531.03.19,Tabouda,03.531.03.21,Tafrant,16.1
03.531.03.21,Tafrant,03.531.05.15,Moulay Bouchta,3.55
03.531.03.23,Timezgana,03.531.07.13,Khlalfa,15.11
03.531.03.23,Timezgana,03.531.07.15,Mezraoua,4.18
03.531.03.23,Timezgana,03.531.07.21,Zrizer,8.23
03.531.05.01,Bni Snous,03.531.05.03,Bouchabel,9.39
03.531.05.01,Bni Snous,03.531.05.05,Rhouazi,11.43
03.531.05.01,Bni Snous,03.531.05.11,Mkansa,11.72
03.531.05.01,Bni Snous,03.531.05.13,Moulay Abdelkrim,12.93
03.531.05.01,Bni Snous,03.531.05.15,Moulay Bouchta,2.44
03.531.05.01,Bni Snous,03.531.05.17,Sidi El Abed,11.38
03.531.05.01,Bni Snous,03.591.03.07,Sebt Loudaya,0.6
03.531.05.01,Bni Snous,03.591.05.09,Sidi Daoud,25.72
03.531.05.03,Bouchabel,03.531.05.07,Jbabra,19.7
03.531.05.03,Bouchabel,03.531.05.09,Loulja,4.23
03.531.05.03,Bouchabel,03.531.05.15,Moulay Bouchta,8.6
03.531.05.03,Bouchabel,03.531.05.17,Sidi El Abed,17.73
03.531.05.05,Rhouazi,03.531.05.11,Mkansa,14.34
03.531.05.05,Rhouazi,03.531.05.13,Moulay Abdelkrim,28.5
03.531.05.05,Rhouazi,04.481.07.07,Lamrabih,19.06
03.531.05.07,Jbabra,03.531.05.09,Loulja,13.5
03.531.05.07,Jbabra,03.531.05.15,Moulay Bouchta,12.19
03.531.05.07,Jbabra,03.531.09.07,Bouarouss,15.04
03.531.05.09,Loulja,03.531.05.17,Sidi El Abed,12.72
03.531.05.09,Loulja,03.531.09.07,Bouarouss,5.65
03.531.05.09,Loulja,03.531.09.13,Oued Jemaa,11.47
03.531.05.09,Loulja,03.591.05.05,Louadaine,34.6
03.531.05.11,Mkansa,03.591.03.07,Sebt Loudaya,24.77
03.531.05.11,Mkansa,04.481.07.07,Lamrabih,7.03
03.531.05.11,Mkansa,04.481.07.21,Taoughilt,12.25
03.531.05.11,Mkansa,04.481.09.07,Selfat,13.15
03.531.05.11,Mkansa,04.481.09.09,Tekna,8.86
03.531.05.13,Moulay Abdelkrim,03.531.05.15,Moulay Bouchta,21.75
03.531.05.17,Sidi El Abed,03.591.05.05,Louadaine,2.19
03.531.05.17,Sidi El Abed,03.591.05.07,Oulad Mimoun,20.16
03.531.05.17,Sidi El Abed,03.591.05.09,Sidi Daoud,5.3
03.531.07.01,Ain Mediouna,03.531.07.03,Bni Oulid,8.14
03.531.07.01,Ain Mediouna,03.531.07.07,Bouadel,8.51
03.531.07.01,Ain Mediouna,03.531.07.17,Rghioua,8.95
03.531.07.01,Ain Mediouna,03.531.09.01,Ain Aicha,6.36
03.531.07.01,Ain Mediouna,03.531.09.05,Ain Maatouf,16.65
03.531.07.03,Bni Oulid,03.531.07.07,Bouadel,7.88
03.531.07.03,Bni Oulid,03.531.07.09,Bouhouda,4.52
03.531.07.03,Bni Oulid,03.531.07.11,Fennassa Bab El Hit,18.61
03.531.07.03,Bni Oulid,03.531.09.05,Ain Maatouf,2.75
03.531.07.03,Bni Oulid,03.561.11.03,Brarha,5.22
03.531.07.03,Bni Oulid,03.561.11.07,Kaf El Ghar,16.97
03.531.07.05,Bni Ounjel Tafraout,03.531.07.11,Fennassa Bab El Hit,21.06
03.531.07.05,Bni Ounjel Tafraout,03.531.07.19,Tamedit,5.13
03.531.07.07,Bouadel,03.531.07.09,Bouhouda,6.78
03.531.07.07,Bouadel,03.531.07.17,Rghioua,6.13
03.531.07.09,Bouhouda,03.531.07.11,Fennassa Bab El Hit,9.34
03.531.07.09,Bouhouda,03.531.07.13,Khlalfa,10.07
03.531.07.09,Bouhouda,03.531.07.17,Rghioua,2.55
03.531.07.09,Bouhouda,03.531.07.21,Zrizer,9.46
03.531.07.11,Fennassa Bab El Hit,03.531.07.19,Tamedit,0.82
03.531.07.11,Fennassa Bab El Hit,03.561.11.07,Kaf El Ghar,5.5
03.531.07.13,Khlalfa,03.531.07.21,Zrizer,11.27
03.531.07.15,Mezraoua,03.531.07.17,Rghioua,1.59
03.531.07.15,Mezraoua,03.531.07.21,Zrizer,3.41
03.531.07.15,Mezraoua,03.531.09.01,Ain Aicha,11.27
03.531.07.15,Mezraoua,03.531.09.17,Oulad Daoud,14.06
03.531.07.17,Rghioua,03.531.07.21,Zrizer,4.33
03.531.07.17,Rghioua,03.531.09.01,Ain Aicha,1.53
03.531.07.19,Tamedit,03.561.03.03,Bourd,13.55
03.531.07.19,Tamedit,03.561.03.05,Gzenaya Al Janoubia,2.32
03.531.07.19,Tamedit,03.561.11.07,Kaf El Ghar,7.78
03.531.07.19,Tamedit,03.561.11.13,Tainaste,21.23
03.531.09.01,Ain Aicha,03.531.09.05,Ain Maatouf,25.53
03.531.09.01,Ain Aicha,03.531.09.09,El Bsabsa,7.11
03.531.09.01,Ain Aicha,03.531.09.17,Oulad Daoud,29.27
03.531.09.01,Ain Aicha,03.531.09.21,Ras El Oued,13.43
03.531.09.03,Ain Legdah,03.531.09.11,Messassa,6.82
03.531.09.03,Ain Legdah,03.531.09.13,Oued Jemaa,6.81
03.531.09.03,Ain Legdah,03.531.09.15,Oulad Ayyad,18
03.531.09.03,Ain Legdah,03.531.09.19,Outabouabane,12.33
03.531.09.03,Ain Legdah,03.531.09.23,Sidi M'hamed Ben Lahcen,20.66
03.531.09.03,Ain Legdah,03.561.07.05,Bouhlou,12.8
03.531.09.03,Ain Legdah,03.561.09.07,Matmata,19.9
03.531.09.05,Ain Maatouf,03.531.09.21,Ras El Oued,15.73
03.531.09.05,Ain Maatouf,03.561.07.01,Bni Frassen,6.09
03.531.09.05,Ain Maatouf,03.561.11.03,Brarha,7.92
03.531.09.07,Bouarouss,03.531.09.09,El Bsabsa,7.56
03.531.09.07,Bouarouss,03.531.09.13,Oued Jemaa,9.25
03.531.09.07,Bouarouss,03.531.09.17,Oulad Daoud,20.85
03.531.09.09,El Bsabsa,03.531.09.13,Oued Jemaa,12.56
03.531.09.09,El Bsabsa,03.531.09.17,Oulad Daoud,8
03.531.09.09,El Bsabsa,03.531.09.21,Ras El Oued,2.12
03.531.09.09,El Bsabsa,03.531.09.23,Sidi M'hamed Ben Lahcen,12.43
03.531.09.11,Messassa,03.531.09.19,Outabouabane,11.22
03.531.09.11,Messassa,03.531.09.21,Ras El Oued,17.06
03.531.09.11,Messassa,03.531.09.23,Sidi M'hamed Ben Lahcen,12.89
03.531.09.11,Messassa,03.561.07.01,Bni Frassen,0.97
03.531.09.13,Oued Jemaa,03.531.09.15,Oulad Ayyad,3.41
03.531.09.13,Oued Jemaa,03.531.09.23,Sidi M'hamed Ben Lahcen,19.67
03.531.09.13,Oued Jemaa,03.591.05.02,Ain Kansara,12.55
03.531.09.13,Oued Jemaa,03.591.05.05,Louadaine,5.2
03.531.09.15,Oulad Ayyad,03.561.09.01,Ait Saghrouchen,2.03
03.531.09.15,Oulad Ayyad,03.561.09.07,Matmata,9.51
03.531.09.15,Oulad Ayyad,03.591.05.02,Ain Kansara,6.56
03.531.09.19,Outabouabane,03.561.07.01,Bni Frassen,13.63
03.531.09.19,Outabouabane,03.561.07.05,Bouhlou,2.23
03.531.09.19,Outabouabane,03.561.07.07,Ghiata Al Gharbia,8.8
03.531.09.19,Outabouabane,03.561.07.09,Oulad Zbair,5.29
03.531.09.21,Ras El Oued,03.531.09.23,Sidi M'hamed Ben Lahcen,8.72
03.531.09.21,Ras El Oued,03.561.07.01,Bni Frassen,10.04
03.561.01.01,Aknoul,03.561.03.05,Gzenaya Al Janoubia,11.22
03.561.01.05,Ouad Amlil,03.561.07.07,Ghiata Al Gharbia,14.47
03.561.01.07,Tahla,03.561.09.01,Ait Saghrouchen,5.34
03.561.01.07,Tahla,03.561.09.07,Matmata,5.14
03.561.01.07,Tahla,03.561.09.09,Smia,5.13
03.561.01.11,Taza,03.561.13.03,Bab Marzouka,12.62
03.561.01.11,Taza,03.561.13.07,Galdamane,10.09
03.561.03.01,Ajdir,03.561.03.03,Bourd,32.22
03.561.03.01,Ajdir,03.561.03.05,Gzenaya Al Janoubia,20.26
03.561.03.01,Ajdir,03.561.03.11,Tizi Ouasli,17.41
03.561.03.03,Bourd,03.561.03.05,Gzenaya Al Janoubia,8.38
03.561.03.05,Gzenaya Al Janoubia,03.561.03.07,Jbarna,28.06
03.561.03.05,Gzenaya Al Janoubia,03.561.03.11,Tizi Ouasli,18.9
03.561.03.05,Gzenaya Al Janoubia,03.561.11.01,Bni Ftah,13.25
03.561.03.05,Gzenaya Al Janoubia,03.561.11.13,Tainaste,8.62
03.561.03.07,Jbarna,03.561.11.01,Bni Ftah,11.01
03.561.03.07,Jbarna,03.561.11.15,Traiba,6.73
03.561.03.07,Jbarna,03.561.13.09,Meknassa Acharqia,9.22
03.561.03.09,Sidi Ali Bourakba,03.561.03.11,Tizi Ouasli,39.71
03.561.07.01,Bni Frassen,03.561.07.09,Oulad Zbair,11.43
03.561.07.01,Bni Frassen,03.561.07.11,Rbaa El Fouki,13.42
03.561.07.01,Bni Frassen,03.561.11.03,Brarha,16.91
03.561.07.03,Bouchfaa,03.561.07.05,Bouhlou,9.36
03.561.07.03,Bouchfaa,03.561.07.07,Ghiata Al Gharbia,13.49
03.561.07.03,Bouchfaa,03.561.09.07,Matmata,4.39
03.561.07.03,Bouchfaa,03.561.09.09,Smia,26.79
03.561.07.03,Bouchfaa,03.561.13.01,Bab Boudir,6.93
03.561.07.05,Bouhlou,03.561.07.07,Ghiata Al Gharbia,10.02
03.561.07.05,Bouhlou,03.561.09.07,Matmata,8.75
03.561.07.07,Ghiata Al Gharbia,03.561.07.09,Oulad Zbair,7.78
03.561.07.07,Ghiata Al Gharbia,03.561.13.01,Bab Boudir,3.02
03.561.07.07,Ghiata Al Gharbia,03.561.13.03,Bab Marzouka,17.71
03.561.07.07,Ghiata Al Gharbia,03.561.13.13,Oulad Chrif,6.75
03.561.07.09,Oulad Zbair,03.561.07.11,Rbaa El Fouki,3.96
03.561.07.09,Oulad Zbair,03.561.13.05,Bni Lent,5.09
03.561.07.09,Oulad Zbair,03.561.13.13,Oulad Chrif,10.27
03.561.07.11,Rbaa El Fouki,03.561.11.03,Brarha,7.25
03.561.07.11,Rbaa El Fouki,03.561.11.09,Msila,7.15
03.561.07.11,Rbaa El Fouki,03.561.13.05,Bni Lent,10.57
03.561.09.01,Ait Saghrouchen,03.561.09.07,Matmata,13.39
03.561.09.01,Ait Saghrouchen,03.561.09.09,Smia,6.45
03.561.09.01,Ait Saghrouchen,03.561.09.13,Zrarda,17.12
03.561.09.03,Bouyablane,03.561.09.11,Tazarine,8
03.561.09.03,Bouyablane,03.561.13.15,Maghraoua,29.63
03.561.09.07,Matmata,03.561.09.09,Smia,3.88
03.561.09.09,Smia,03.561.09.11,Tazarine,8.54
03.561.09.09,Smia,03.561.09.13,Zrarda,20.89
03.561.09.09,Smia,03.561.13.01,Bab Boudir,8.81
03.561.09.09,Smia,03.561.13.15,Maghraoua,1.65
03.561.09.11,Tazarine,03.561.09.13,Zrarda,2.33
03.561.09.11,Tazarine,03.561.13.15,Maghraoua,26.9
03.561.11.01,Bni Ftah,03.561.11.05,El Gouzate,12.92
03.561.11.01,Bni Ftah,03.561.11.13,Tainaste,6.77
03.561.11.01,Bni Ftah,03.561.11.15,Traiba,14.7
03.561.11.03,Brarha,03.561.11.07,Kaf El Ghar,18.74
03.561.11.03,Brarha,03.561.11.09,Msila,5.95
03.561.11.05,El Gouzate,03.561.11.07,Kaf El Ghar,3.34
03.561.11.05,El Gouzate,03.561.11.09,Msila,15.61
03.561.11.05,El Gouzate,03.561.11.13,Tainaste,15.09
03.561.11.05,El Gouzate,03.561.11.15,Traiba,6.25
03.561.11.07,Kaf El Ghar,03.561.11.09,Msila,14.67
03.561.11.07,Kaf El Ghar,03.561.11.13,Tainaste,13.64
03.561.11.09,Msila,03.561.11.11,Taifa,12.64
03.561.11.09,Msila,03.561.11.15,Traiba,2.13
03.561.11.09,Msila,03.561.13.05,Bni Lent,7.03
03.561.11.11,Taifa,03.561.11.15,Traiba,21.53
03.561.11.11,Taifa,03.561.13.05,Bni Lent,9.02
03.561.11.11,Taifa,03.561.13.09,Meknassa Acharqia,10.84
03.561.11.11,Taifa,03.561.13.11,Meknassa Al Gharbia,6.43
03.561.11.11,Taifa,03.561.13.13,Oulad Chrif,2.94
03.561.11.15,Traiba,03.561.13.09,Meknassa Acharqia,17.24
03.561.13.01,Bab Boudir,03.561.13.03,Bab Marzouka,20.85
03.561.13.01,Bab Boudir,03.561.13.07,Galdamane,14.26
03.561.13.01,Bab Boudir,03.561.13.15,Maghraoua,23.82
03.561.13.03,Bab Marzouka,03.561.13.07,Galdamane,5.35
03.561.13.03,Bab Marzouka,03.561.13.09,Meknassa Acharqia,4.21
03.561.13.03,Bab Marzouka,03.561.13.11,Meknassa Al Gharbia,16.31
03.561.13.03,Bab Marzouka,03.561.13.13,Oulad Chrif,6.46
03.561.13.05,Bni Lent,03.561.13.13,Oulad Chrif,18.38
03.561.13.07,Galdamane,03.561.13.09,Meknassa Acharqia,4.81
03.561.13.07,Galdamane,03.561.13.15,Maghraoua,24.74
03.561.13.09,Meknassa Acharqia,03.561.13.11,Meknassa Al Gharbia,5.19
03.561.13.11,Meknassa Al Gharbia,03.561.13.13,Oulad Chrif,6.41
03.591.01.01,Moulay Yacoub,03.591.03.05,Sebaa Rouadi,2.77
03.591.01.03,Ain Chkef,03.591.03.05,Sebaa Rouadi,13.65
03.591.03.03,Mikkes,03.591.03.05,Sebaa Rouadi,12.58
03.591.03.03,Mikkes,03.591.03.07,Sebt Loudaya,10.85
03.591.03.03,Mikkes,03.591.05.03,Laajajra,16.64
03.591.03.05,Sebaa Rouadi,03.591.05.01,Ain Bou Ali,10.09
03.591.03.05,Sebaa Rouadi,03.591.05.03,Laajajra,12.79
03.591.03.07,Sebt Loudaya,03.591.05.03,Laajajra,11.04
03.591.03.07,Sebt Loudaya,03.591.05.09,Sidi Daoud,3.3
03.591.03.07,Sebt Loudaya,04.481.09.07,Selfat,2.13
03.591.05.01,Ain Bou Ali,03.591.05.02,Ain Kansara,15.15
03.591.05.01,Ain Bou Ali,03.591.05.03,Laajajra,10.33
03.591.05.01,Ain Bou Ali,03.591.05.05,Louadaine,16.56
03.591.05.01,Ain Bou Ali,03.591.05.07,Oulad Mimoun,3.38
03.591.05.02,Ain Kansara,03.591.05.05,Louadaine,7.7
03.591.05.03,Laajajra,03.591.05.07,Oulad Mimoun,6.41
03.591.05.03,Laajajra,03.591.05.09,Sidi Daoud,22.93
03.591.05.05,Louadaine,03.591.05.07,Oulad Mimoun,19.91
03.591.05.07,Oulad Mimoun,03.591.05.09,Sidi Daoud,9.43
04.281.01.01,Kénitra,04.281.01.05,Mehdya,6.07
04.281.01.01,Kénitra,04.281.01.13,Sidi Taibi,11.18
04.281.01.01,Kénitra,04.281.03.05,Haddada,12.27
04.281.01.01,Kénitra,04.281.03.11,Ouled Slama,7.32
04.281.01.01,Kénitra,04.281.05.07,Mnasra,9.35
04.281.01.05,Mehdya,04.281.01.13,Sidi Taibi,2.72
04.281.01.05,Mehdya,04.281.05.07,Mnasra,0.68
04.281.01.11,Souk El Arbaa,04.281.07.03,Beni Malek,21.93
04.281.01.13,Sidi Taibi,04.281.03.05,Haddada,11
04.281.01.13,Sidi Taibi,04.441.01.13,Ameur,15.39
04.281.03.01,Ameur Seflia,04.281.03.05,Haddada,14.06
04.281.03.01,Ameur Seflia,04.281.03.11,Ouled Slama,13.26
04.281.03.01,Ameur Seflia,04.281.05.09,Mograne,13.65
04.281.03.01,Ameur Seflia,04.291.09.02,Ain Johra-Sidi Boukhalkhal,17.17
04.281.03.01,Ameur Seflia,04.491.01.09,Sidi Yahia El Gharb,5.2
04.281.03.01,Ameur Seflia,04.491.03.07,Kceibya,14.88
04.281.03.01,Ameur Seflia,04.491.03.17,Ameur Chamalia,10.84
04.281.03.05,Haddada,04.281.03.11,Ouled Slama,6.89
04.281.03.05,Haddada,04.291.09.02,Ain Johra-Sidi Boukhalkhal,7.94
04.281.03.05,Haddada,04.291.09.19,Ait Ali Ou Lahcen,9.44
04.281.03.05,Haddada,04.441.01.13,Ameur,6.78
04.281.03.11,Ouled Slama,04.281.05.07,Mnasra,29.11
04.281.03.11,Ouled Slama,04.281.05.09,Mograne,3.53
04.281.05.03,Ben Mansour,04.281.05.07,Mnasra,8.97
04.281.05.03,Ben Mansour,04.281.05.09,Mograne,19.52
04.281.05.03,Ben Mansour,04.281.09.01,Bahhara Ouled Ayad,16.1
04.281.05.03,Ben Mansour,04.281.09.09,Sidi Allal Tazi,13.58
04.281.05.03,Ben Mansour,04.281.09.13,Sidi Mohamed Lahmar,7.08
04.281.05.03,Ben Mansour,04.281.09.15,Souk Tlet El Gharb,5.43
04.281.05.07,Mnasra,04.281.05.09,Mograne,14.3
04.281.05.09,Mograne,04.281.09.09,Sidi Allal Tazi,5.01
04.281.05.09,Mograne,04.481.11.05,Rmilat,6.11
04.281.05.09,Mograne,04.481.11.11,Sidi Al Kamel,6.43
04.281.05.09,Mograne,04.491.03.17,Ameur Chamalia,11.98
04.281.07.01,Arbaoua,04.281.07.05,Kariat Ben Aouda,11.55
04.281.07.01,Arbaoua,04.281.07.07,Oued El Makhazine,13.96
04.281.07.01,Arbaoua,04.281.11.05,Lalla Mimouna,9.22
04.281.07.01,Arbaoua,04.281.11.11,Sidi Boubker El Haj,20.43
04.281.07.01,Arbaoua,04.481.03.15,Sidi Ameur Al Hadi,6.92
04.281.07.03,Beni Malek,04.281.07.05,Kariat Ben Aouda,21.66
04.281.07.03,Beni Malek,04.281.09.13,Sidi Mohamed Lahmar,21.15
04.281.07.03,Beni Malek,04.281.09.15,Souk Tlet El Gharb,27.58
04.281.07.03,Beni Malek,04.281.11.05,Lalla Mimouna,11.95
04.281.07.03,Beni Malek,04.481.03.09,Moulay Abdelkader,8.46
04.281.07.03,Beni Malek,04.481.03.13,Sidi Ahmed Benaissa,5.18
04.281.07.03,Beni Malek,04.481.05.07,Nouirate,24.1
04.281.07.05,Kariat Ben Aouda,04.281.11.05,Lalla Mimouna,11.92
04.281.07.05,Kariat Ben Aouda,04.481.03.13,Sidi Ahmed Benaissa,4.92
04.281.07.05,Kariat Ben Aouda,04.481.03.15,Sidi Ameur Al Hadi,10.96
04.281.07.07,Oued El Makhazine,04.481.03.15,Sidi Ameur Al Hadi,7.94
04.281.09.01,Bahhara Ouled Ayad,04.281.09.13,Sidi Mohamed Lahmar,27.42
04.281.09.01,Bahhara Ouled Ayad,04.281.11.05,Lalla Mimouna,1.06
04.281.09.01,Bahhara Ouled Ayad,04.281.11.07,Moulay Bousselham,11.73
04.281.09.09,Sidi Allal Tazi,04.281.09.15,Souk Tlet El Gharb,13.68
04.281.09.09,Sidi Allal Tazi,04.481.11.11,Sidi Al Kamel,36.79
04.281.09.13,Sidi Mohamed Lahmar,04.281.09.15,Souk Tlet El Gharb,14.65
04.281.09.13,Sidi Mohamed Lahmar,04.281.11.05,Lalla Mimouna,10.71
04.281.09.15,Souk Tlet El Gharb,04.481.05.07,Nouirate,3.19
04.281.09.15,Souk Tlet El Gharb,04.481.05.09,Sefsaf,7.4
04.281.09.15,Souk Tlet El Gharb,04.481.11.11,Sidi Al Kamel,16.75
04.281.11.03,Chouafaa,04.281.11.05,Lalla Mimouna,1.59
04.281.11.03,Chouafaa,04.281.11.07,Moulay Bousselham,21.05
04.281.11.03,Chouafaa,04.281.11.11,Sidi Boubker El Haj,14.07
04.281.11.05,Lalla Mimouna,04.281.11.07,Moulay Bousselham,9.67
04.281.11.05,Lalla Mimouna,04.281.11.11,Sidi Boubker El Haj,8.69
04.291.01.01,Khémisset,04.291.03.03,Ait Ouribel,3.15
04.291.01.01,Khémisset,04.291.03.11,Majmaa Tolba,7.26
04.291.01.01,Khémisset,04.291.03.15,Sidi Allal Lamsadder,4.93
04.291.01.01,Khémisset,04.291.03.17,Sidi El Rhandour,5.71
04.291.01.03,Rommani,04.291.07.13,Marchouch,8.91
04.291.01.05,Tiflet,04.291.09.02,Ain Johra-Sidi Boukhalkhal,2.08
04.291.01.05,Tiflet,04.291.09.05,Ait Bouyahia El Hajjama,10.54
04.291.01.05,Tiflet,04.291.09.11,M'qam Tolba,0.96
04.291.01.17,Sidi Allal El Bahraoui,04.291.09.07,Ait Malek,3.95
04.291.01.17,Sidi Allal El Bahraoui,04.291.09.19,Ait Ali Ou Lahcen,7.43
04.291.03.01,Ait Mimoune,04.291.03.05,Ait Siberne,19.14
04.291.03.01,Ait Mimoune,04.291.03.11,Majmaa Tolba,25.41
04.291.03.01,Ait Mimoune,04.291.05.05,Bouqachmir,30.26
04.291.03.03,Ait Ouribel,04.291.03.11,Majmaa Tolba,10.22
04.291.03.03,Ait Ouribel,04.291.03.15,Sidi Allal Lamsadder,6.69
04.291.03.03,Ait Ouribel,04.291.05.03,Ait Ikkou,15.49
04.291.03.03,Ait Ouribel,04.291.09.09,Khemis Sidi Yahya,10
04.291.03.05,Ait Siberne,04.291.03.07,Ait Yadine,10.16
04.291.03.05,Ait Siberne,04.291.03.11,Majmaa Tolba,6.59
04.291.03.05,Ait Siberne,04.291.03.13,Sfassif,21.52
04.291.03.05,Ait Siberne,04.291.03.17,Sidi El Rhandour,9.57
04.291.03.07,Ait Yadine,04.291.03.09,El Ganzra,20.67
04.291.03.07,Ait Yadine,04.291.03.13,Sfassif,9.29
04.291.03.07,Ait Yadine,04.291.03.15,Sidi Allal Lamsadder,2.21
04.291.03.07,Ait Yadine,04.291.03.17,Sidi El Rhandour,12.83
04.291.03.09,El Ganzra,04.291.03.13,Sfassif,8.83
04.291.03.09,El Ganzra,04.291.03.15,Sidi Allal Lamsadder,0.9
04.291.03.09,El Ganzra,04.291.09.13,Sidi Abderrazak,20.61
04.291.03.09,El Ganzra,04.491.05.01,Azghar,7.43
04.291.03.09,El Ganzra,04.491.05.05,Dar Bel Amri,11.37
04.291.03.11,Majmaa Tolba,04.291.03.17,Sidi El Rhandour,11.34
04.291.03.11,Majmaa Tolba,04.291.05.03,Ait Ikkou,12.37
04.291.03.11,Majmaa Tolba,04.291.05.05,Bouqachmir,6.65
04.291.03.15,Sidi Allal Lamsadder,04.291.03.17,Sidi El Rhandour,10.42
04.291.03.15,Sidi Allal Lamsadder,04.291.09.05,Ait Bouyahia El Hajjama,3.29
04.291.03.15,Sidi Allal Lamsadder,04.291.09.09,Khemis Sidi Yahya,7.25
04.291.03.15,Sidi Allal Lamsadder,04.291.09.11,M'qam Tolba,7.13
04.291.03.15,Sidi Allal Lamsadder,04.291.09.13,Sidi Abderrazak,9.16
04.291.05.01,Ait Ichou,04.291.05.03,Ait Ikkou,9.76
04.291.05.01,Ait Ichou,04.291.05.05,Bouqachmir,16.1
04.291.05.01,Ait Ichou,04.291.05.11,Oulmes,19.59
04.291.05.01,Ait Ichou,04.291.05.13,Tiddas,11.53
04.291.05.03,Ait Ikkou,04.291.05.05,Bouqachmir,13.29
04.291.05.03,Ait Ikkou,04.291.05.07,Houderrane,13.9
04.291.05.03,Ait Ikkou,04.291.05.13,Tiddas,16.8
04.291.05.03,Ait Ikkou,04.291.09.09,Khemis Sidi Yahya,0.91
04.291.05.05,Bouqachmir,04.291.05.11,Oulmes,29.21
04.291.05.05,Bouqachmir,05.301.07.07,El Hammam,14.11
04.291.05.07,Houderrane,04.291.05.09,Maaziz,24.7
04.291.05.07,Houderrane,04.291.05.13,Tiddas,4.09
04.291.05.07,Houderrane,04.291.07.09,Jemaat Moul Blad,9.42
04.291.05.07,Houderrane,04.291.09.03,Ait Belkacem,11.72
04.291.05.07,Houderrane,04.291.09.09,Khemis Sidi Yahya,12.64
04.291.05.09,Maaziz,04.291.05.13,Tiddas,29.14
04.291.05.09,Maaziz,04.291.07.09,Jemaat Moul Blad,6.01
04.291.05.11,Oulmes,04.291.05.13,Tiddas,13.9
04.291.05.11,Oulmes,05.301.07.03,Aguelmous,28.22
04.291.05.11,Oulmes,05.301.07.07,El Hammam,10.97
04.291.05.11,Oulmes,05.301.07.15,Moulay Bouazza,23.06
04.291.05.11,Oulmes,05.301.07.19,Sebt Ait Rahou,20.33
04.291.05.13,Tiddas,04.291.07.01,Ain Sbit,5.5
04.291.05.13,Tiddas,04.291.07.09,Jemaat Moul Blad,25.41
04.291.05.13,Tiddas,05.301.07.19,Sebt Ait Rahou,21.55
04.291.07.01,Ain Sbit,04.291.07.05,Brachoua,11.2
04.291.07.01,Ain Sbit,04.291.07.07,Ezzhiliga,22.65
04.291.07.01,Ain Sbit,04.291.07.09,Jemaat Moul Blad,21.68
04.291.07.01,Ain Sbit,04.291.07.13,Marchouch,18.32
04.291.07.01,Ain Sbit,04.291.07.15,My Driss Aghbal,3.14
04.291.07.01,Ain Sbit,05.301.07.19,Sebt Ait Rahou,16.32
04.291.07.05,Brachoua,04.291.07.13,Marchouch,28.07
04.291.07.05,Brachoua,04.291.07.15,My Driss Aghbal,25.12
04.291.07.05,Brachoua,04.441.01.11,Shoul,26.57
04.291.07.05,Brachoua,04.501.03.03,Oumazza,25.72
04.291.07.05,Brachoua,04.501.03.11,Sidi Yahya Zaer,3
04.291.07.07,Ezzhiliga,04.291.07.11,Laghoualem,46.42
04.291.07.07,Ezzhiliga,04.291.07.13,Marchouch,9.22
04.291.07.07,Ezzhiliga,05.301.07.19,Sebt Ait Rahou,26.13
04.291.07.07,Ezzhiliga,05.311.07.15,Oulad Boughadi,5.39
04.291.07.07,Ezzhiliga,05.311.07.17,Oulad Fennane,17.39
04.291.07.07,Ezzhiliga,05.311.07.19,Oulad Ftata,8.45
04.291.07.09,Jemaat Moul Blad,04.291.07.15,My Driss Aghbal,37.25
04.291.07.11,Laghoualem,04.291.07.13,Marchouch,18.27
04.291.07.11,Laghoualem,04.501.03.11,Sidi Yahya Zaer,0.95
04.291.07.11,Laghoualem,05.311.07.09,Lagnadiz,16.77
04.291.07.11,Laghoualem,05.311.07.19,Oulad Ftata,5.14
04.291.07.11,Laghoualem,06.111.05.01,Bir Ennasr,28.47
04.291.07.11,Laghoualem,06.111.05.04,Sidi Bettache,25.34
04.291.07.13,Marchouch,04.501.03.11,Sidi Yahya Zaer,19.58
04.291.07.15,My Driss Aghbal,04.291.09.03,Ait Belkacem,11.13
04.291.07.15,My Driss Aghbal,04.441.01.11,Shoul,18.29
04.291.09.02,Ain Johra-Sidi Boukhalkhal,04.291.09.03,Ait Belkacem,10.97
